d_fiscal_year,total,total_constant_2019_dollars
2017-2018,8676692.15,8931724.44
2018-2019,14507177.44,14774307.93
2019-2020,4010611.20,3978828.33
2020-2021,3958995.88,3774405.57
2021-2022,3958995.88,3704674.10
