owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2018-2019,27266.00,27844.53
csc-scc,2019-2020,12823.58,12797.45
nrc-cnrc,2017-2018,966700.11,996328.73
nrc-cnrc,2018-2019,966700.11,984370.40
nrc-cnrc,2019-2020,969348.60,961569.48
nrc-cnrc,2020-2021,966700.11,921627.20
nrc-cnrc,2021-2022,966700.11,904600.30
pwgsc-tpsgc,2017-2018,7709992.04,7935395.71
pwgsc-tpsgc,2018-2019,11644051.23,11865753.13
pwgsc-tpsgc,2019-2020,27945.18,28046.83
rcmp-grc,2018-2019,1869160.10,1896339.87
rcmp-grc,2019-2020,3000493.84,2976414.57
rcmp-grc,2020-2021,2992295.77,2852778.38
rcmp-grc,2021-2022,2992295.77,2800073.80
