owner_org,d_fiscal_year,total
cbsa-asfc,2017-2018,121116.33333333333
cbsa-asfc,2018-2019,132658.64521452144
cbsa-asfc,2019-2020,158010.20528364458
cbsa-asfc,2020-2021,68575.41516393442
cer-rec,2017-2018,5568.520923913043
cer-rec,2018-2019,65905.88608809115
cer-rec,2019-2020,288258.1426857508
cer-rec,2020-2021,60559.53519876078
cfia-acia,2018-2019,1201.4255342465754
cfia-acia,2019-2020,12502.334465753425
cic,2017-2018,13117.24405479452
cnsc-ccsn,2019-2020,23221.001408450702
cnsc-ccsn,2020-2021,25090.428591549295
dfo-mpo,2017-2018,79036.57375
dfo-mpo,2018-2019,13477.9
dfo-mpo,2019-2020,27379.96
dnd-mdn,2017-2018,703788.2223654065
dnd-mdn,2018-2019,170746.17196682663
dnd-mdn,2019-2020,12092.286557377049
dnd-mdn,2020-2021,25779.583770491805
ec,2017-2018,271521.9621098782
ec,2018-2019,149290.7256931625
ec,2019-2020,56964.55070028012
ec,2020-2021,83930.7359430605
fin,2017-2018,14930.86450729927
fin,2018-2019,16190.077835806365
fin,2019-2020,17926.07917920657
fin,2020-2021,18152.686223413228
hc-sc,2017-2018,43730.23528405202
hc-sc,2018-2019,43730.23528405202
hc-sc,2019-2020,41813.29346338125
ic,2017-2018,379557.53487671237
ic,2018-2019,298611.3955342466
ic,2019-2020,136147.9246849315
ic,2020-2021,10598.93698630137
nrcan-rncan,2017-2018,185715.2923392069
nrcan-rncan,2018-2019,107643.21928876713
oag-bvg,2018-2019,373.30035567715464
oag-bvg,2019-2020,7190.9436935704525
oag-bvg,2020-2021,6797.9959507523945
pco-bcp,2017-2018,118250.68964556961
pco-bcp,2018-2019,63224.82701265823
pco-bcp,2019-2020,63128.41210666667
pco-bcp,2020-2021,2997.7178933333334
ps-sp,2017-2018,137884.83001816532
ps-sp,2018-2019,148246.18076504057
ps-sp,2019-2020,289869.5728680203
tc,2018-2019,47373.689999999995
