d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,771788.6859719639
10_office_management,2018-2019,248267.14836026923
10_office_management,2019-2020,39472.246557377046
10_office_management,2020-2021,87710.31971355231
2_professional_services,2017-2018,24908
2_professional_services,2020-2021,22000
3_information_technology,2017-2018,220391.92860717722
3_information_technology,2018-2019,161071.86401032782
3_information_technology,2019-2020,175936.28446285115
3_information_technology,2020-2021,86728.10138734765
7_travel,2018-2019,85247.6492997199
7_travel,2019-2020,56964.55070028012
9_human_capital,2017-2018,1057129.68862919
9_human_capital,2018-2019,764087.0189027793
9_human_capital,2019-2020,862131.6253765251
9_human_capital,2020-2021,106044.61462069718
