d_fiscal_year,total,total_constant_2019_dollars
2017-2018,5484727.39,5616155.20
2018-2019,1002324.88,1013069.41
2019-2020,3683511.19,3640184.47
2020-2021,5280668.66,5042947.62
2021-2022,5278446.44,4924586.36
