owner_org,d_fiscal_year,total
cas-satj,2017-2018,18876.649999999998
cas-satj,2020-2021,26695.84
cbsa-asfc,2017-2018,5807.171589041096
cfia-acia,2020-2021,74270.57729055516
cic,2018-2019,3648.4848484848485
cic,2019-2020,10351.515151515152
cnsc-ccsn,2017-2018,23447.499999999996
cnsc-ccsn,2018-2019,50780.43775649795
cnsc-ccsn,2019-2020,50919.562243502056
cnsc-ccsn,2020-2021,7043.150684931507
csa-asc,2017-2018,14618.75
dfatd-maecd,2017-2018,210266.2245720414
dfatd-maecd,2018-2019,200032.49196502287
dfatd-maecd,2019-2020,306200.5555614259
dfatd-maecd,2020-2021,341376.25015132065
dfo-mpo,2017-2018,401346.55000000005
dfo-mpo,2018-2019,370480.37
dfo-mpo,2019-2020,11425.38
dfo-mpo,2020-2021,957272.2400000001
dnd-mdn,2017-2018,4852.76508226691
dnd-mdn,2018-2019,63190.045913948044
dnd-mdn,2019-2020,76020.02343684151
dnd-mdn,2020-2021,3046.533464566929
ec,2017-2018,20952.71530054645
ec,2018-2019,23014.05469945355
ec,2019-2020,30820.552406417115
ec,2020-2021,16729.327593582886
elections,2017-2018,51449.62238910442
elections,2018-2019,76476.31859323688
elections,2019-2020,206642.1711415525
elections,2020-2021,117824.23469387756
esdc-edsc,2017-2018,261583.59
esdc-edsc,2018-2019,238512.67103825137
esdc-edsc,2019-2020,317000.08947945986
esdc-edsc,2020-2021,66465.60948228884
lac-bac,2017-2018,10373.77049180328
lac-bac,2018-2019,11300
lac-bac,2019-2020,11330.874316939891
lac-bac,2020-2021,11297.54697207875
nrcan-rncan,2017-2018,1016.9092191435769
nrcan-rncan,2018-2019,12288.36730147498
nrcan-rncan,2019-2020,12012.582216494844
nrcan-rncan,2020-2021,12653.141262886598
pc,2017-2018,131598.6405195989
pc,2018-2019,106391.48
pc,2020-2021,114633.24
pch,2017-2018,64026.480011591324
pch,2018-2019,34704.49989272079
pch,2019-2020,31972.889800665052
pch,2020-2021,19522.30967447307
pco-bcp,2017-2018,11453.134642992067
pco-bcp,2018-2019,11453.134642992067
pco-bcp,2019-2020,10959.831807541686
pco-bcp,2020-2021,2681.8172404371585
pwgsc-tpsgc,2017-2018,1503559.4997442751
pwgsc-tpsgc,2018-2019,1130297.325163558
pwgsc-tpsgc,2019-2020,914598.8871495582
pwgsc-tpsgc,2020-2021,1126483.3592774794
rcmp-grc,2017-2018,390247.37458216684
rcmp-grc,2018-2019,336730.99475286854
rcmp-grc,2019-2020,274847.1281792558
rcmp-grc,2020-2021,107969.91513998123
tc,2017-2018,162532.71052647525
tc,2018-2019,170019.84763030038
tc,2019-2020,126321.47475409835
tc,2020-2021,214874.56666666668
