d_fiscal_year,total,total_constant_2019_dollars
2018-2019,10990.99,11093.66
2019-2020,140186.44,138437.27
2020-2021,1296395.92,1235841.37
2021-2022,1594477.08,1482426.26
2022-2023,1594477.08,1426744.78
