owner_org,d_fiscal_year,total
aafc-aac,2017-2018,59952.2
aafc-aac,2020-2021,218780.02
aandc-aadnc,2018-2019,85627.63
aandc-aadnc,2020-2021,16443
acoa-apeca,2019-2020,30239.25
acoa-apeca,2020-2021,99855.24
cas-satj,2017-2018,277573.2
cas-satj,2018-2019,11460
cas-satj,2020-2021,41397
cbsa-asfc,2017-2018,46425.49
cbsa-asfc,2018-2019,73112.13
cbsa-asfc,2019-2020,101705.65
cbsa-asfc,2020-2021,148662.8
cer-rec,2020-2021,46945.5
cfia-acia,2017-2018,28807.5
cfia-acia,2018-2019,66577.62
cfia-acia,2019-2020,24707.45
cfia-acia,2020-2021,239115.91
cgc-ccg,2019-2020,13623.75
cic,2018-2019,128169.86301369862
cic,2019-2020,777074.1558387603
cic,2020-2021,656071.331147541
cihr-irsc,2020-2021,14690
cnsc-ccsn,2019-2020,86445
cnsc-ccsn,2020-2021,33222
cra-arc,2017-2018,325063.2454545454
cra-arc,2018-2019,123822.24018971225
cra-arc,2019-2020,1553289.3047711484
cra-arc,2020-2021,2516121.402988849
csa-asc,2019-2020,31353.294791666664
csa-asc,2020-2021,52162.27520833333
csc-scc,2019-2020,1688935.24
csc-scc,2020-2021,448786.01517094014
csps-efpc,2019-2020,17648.66
csps-efpc,2020-2021,8955.581488203266
cta-otc,2020-2021,109226.40231500943
dfatd-maecd,2018-2019,530638.65
dfatd-maecd,2019-2020,147408.5
dfatd-maecd,2020-2021,32124.49
dfo-mpo,2017-2018,10563.44
dfo-mpo,2018-2019,28852.649999999998
dfo-mpo,2019-2020,376456.61
dfo-mpo,2020-2021,336929.51
dnd-mdn,2017-2018,1712412.312835079
dnd-mdn,2018-2019,6499534.220158545
dnd-mdn,2019-2020,9872886.919331895
dnd-mdn,2020-2021,4052864.692890903
ec,2017-2018,69400.20280300188
ec,2018-2019,248720.661543152
ec,2019-2020,217895.8617692308
ec,2020-2021,191023.9338846154
elections,2019-2020,40821.880000000005
esdc-edsc,2017-2018,63199.78
esdc-edsc,2018-2019,5049192.749825792
esdc-edsc,2019-2020,6425960.843857497
esdc-edsc,2020-2021,8217818.342705115
fcac-acfc,2019-2020,97688.5
fcac-acfc,2020-2021,61020
feddevontario,2018-2019,10588.5
fin,2018-2019,395301.2
fin,2019-2020,59448.740000000005
fin,2020-2021,320694.01
hc-sc,2017-2018,49078.12
hc-sc,2018-2019,67762.93
hc-sc,2019-2020,173854.09
hc-sc,2020-2021,494520.85000000003
iaac-aeic,2019-2020,22487
ic,2018-2019,712752.53
ic,2019-2020,40002
infc,2019-2020,35897.840000000004
infc,2020-2021,50991.25
irb-cisr,2019-2020,134511.7
irb-cisr,2020-2021,416645.12
isc-sac,2018-2019,105911.13
isc-sac,2020-2021,159146.27
jus,2018-2019,33014.11
jus,2019-2020,184941.31482093668
jus,2020-2021,499747.7051790634
lac-bac,2017-2018,15536.859999999999
nrc-cnrc,2018-2019,13751.01
nrc-cnrc,2020-2021,118869.88999999998
nrcan-rncan,2017-2018,42732.32
nrcan-rncan,2018-2019,961791.8
nrcan-rncan,2019-2020,362967.52999999997
nrcan-rncan,2020-2021,35537.369999999995
oag-bvg,2018-2019,72750
oag-bvg,2020-2021,226712
osfi-bsif,2019-2020,116499.61
osfi-bsif,2020-2021,169892.11000000002
osgg-bsgg,2018-2019,11558.43
pc,2017-2018,27724.109999999997
pc,2019-2020,36354.770000000004
pc,2020-2021,13720.650000000001
pch,2017-2018,23024.89
pch,2018-2019,14926.300000000001
pch,2020-2021,113525.39
pco-bcp,2018-2019,68034.48000000001
pco-bcp,2020-2021,94807
ppsc-sppc,2019-2020,25413.700000000004
ps-sp,2019-2020,57189.299999999996
ps-sp,2020-2021,63280
pwgsc-tpsgc,2017-2018,152272.88999999998
pwgsc-tpsgc,2018-2019,663122.0989154587
pwgsc-tpsgc,2019-2020,949392.0710845415
pwgsc-tpsgc,2020-2021,3298360.83
rcmp-grc,2017-2018,5102152.459999999
rcmp-grc,2018-2019,4347283.43
rcmp-grc,2019-2020,815841.1177419354
rcmp-grc,2020-2021,1037316.9093633277
ssc-spc,2017-2018,47033.85841095891
ssc-spc,2018-2019,1423936.4512884945
ssc-spc,2019-2020,385927.5856030683
ssc-spc,2020-2021,231580.13002325263
tc,2017-2018,165793.3
tc,2018-2019,1104896.48
tc,2019-2020,464930.77999999997
tc,2020-2021,1795322.42
tsb-bst,2018-2019,27854.64
tsb-bst,2019-2020,23342.14
tsb-bst,2020-2021,21796.39
vac-acc,2019-2020,349369.37
vac-acc,2020-2021,549344.8799999999
wage,2019-2020,48426.16
