owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,59952.20,61700.23
aafc-aac,2020-2021,218780.02,206845.47
aafc-aac,2021-2022,424964.75,388212.92
aafc-aac,2022-2023,234809.21,207847.80
aandc-aadnc,2018-2019,85627.63,86427.53
aandc-aadnc,2020-2021,16443.00,15493.84
acoa-apeca,2019-2020,30239.25,29549.03
acoa-apeca,2020-2021,99855.24,94988.42
atssc-scdata,2022-2023,12995.00,11538.63
cas-satj,2017-2018,277573.20,285500.27
cas-satj,2018-2019,11460.00,11660.42
cas-satj,2020-2021,41397.00,39103.97
cas-satj,2021-2022,26286.63,24723.45
cbsa-asfc,2017-2018,46425.49,47751.33
cbsa-asfc,2018-2019,73112.13,73795.12
cbsa-asfc,2019-2020,101705.65,99529.55
cbsa-asfc,2020-2021,148662.80,142568.00
cbsa-asfc,2021-2022,477884.06,435468.25
ced-dec,2022-2023,32241.88,28574.36
cer-rec,2020-2021,46945.50,44737.86
cfia-acia,2017-2018,28807.50,29641.87
cfia-acia,2018-2019,66577.62,67199.56
cfia-acia,2019-2020,24707.45,24289.42
cfia-acia,2020-2021,239115.91,226464.36
cfia-acia,2021-2022,369800.65,341706.99
cfia-acia,2022-2023,43521.75,39085.49
cgc-ccg,2019-2020,13623.75,13605.76
cgc-ccg,2021-2022,58380.00,55285.57
chrc-ccdp,2022-2023,49748.25,44024.48
cic,2018-2019,128169.86,129367.18
cic,2019-2020,777074.16,770946.16
cic,2020-2021,656071.33,625562.87
cic,2021-2022,14690.00,13279.53
cic,2022-2023,3059993.40,2730529.38
cihr-irsc,2020-2021,14690.00,14147.54
cihr-irsc,2021-2022,25566.25,23723.87
cihr-irsc,2022-2023,12437.00,11006.07
cnsc-ccsn,2019-2020,86445.00,85524.31
cnsc-ccsn,2020-2021,33222.00,31304.28
cra-arc,2017-2018,325063.25,334462.69
cra-arc,2018-2019,123822.24,125590.69
cra-arc,2019-2020,1553289.30,1528426.67
cra-arc,2020-2021,2516121.40,2399688.13
cra-arc,2021-2022,965978.58,909109.44
csa-asc,2019-2020,31353.29,30637.65
csa-asc,2020-2021,52162.28,49202.47
csc-scc,2019-2020,1688935.24,1662080.50
csc-scc,2020-2021,448786.02,422880.18
csc-scc,2021-2022,981314.23,921296.65
csc-scc,2022-2023,3154659.19,2804472.04
csps-efpc,2019-2020,17648.66,17647.36
csps-efpc,2020-2021,8955.58,8545.22
csps-efpc,2021-2022,7828.52,7349.67
csps-efpc,2022-2023,67685.79,60394.35
cta-otc,2020-2021,109226.40,104043.37
cta-otc,2021-2022,112451.55,104549.09
cta-otc,2022-2023,137148.18,122477.29
dfatd-maecd,2018-2019,530638.65,540552.13
dfatd-maecd,2019-2020,147408.50,145802.04
dfatd-maecd,2020-2021,32124.49,30270.13
dfatd-maecd,2021-2022,8382.55,7577.69
dfatd-maecd,2022-2023,1229961.85,1098025.89
dfo-mpo,2017-2018,10563.44,10865.12
dfo-mpo,2018-2019,28852.65,29516.08
dfo-mpo,2019-2020,376456.61,373097.50
dfo-mpo,2020-2021,336929.51,321237.52
dfo-mpo,2021-2022,99865.50,90276.82
dfo-mpo,2022-2023,1597573.49,1422723.17
dnd-mdn,2017-2018,4487618.15,4626030.65
dnd-mdn,2018-2019,8845118.33,8980802.22
dnd-mdn,2019-2020,9872886.92,9822989.75
dnd-mdn,2020-2021,4689244.42,4441077.42
dnd-mdn,2021-2022,5752546.06,5287207.55
dnd-mdn,2022-2023,11309831.21,10092173.40
ec,2017-2018,69400.20,71534.02
ec,2018-2019,248720.66,253723.64
ec,2019-2020,217895.86,216157.71
ec,2020-2021,191023.93,181004.58
ec,2021-2022,116070.09,108432.17
ec,2022-2023,594041.00,526906.11
elections,2019-2020,40821.88,40806.45
elections,2021-2022,23684.85,22295.58
elections,2022-2023,40425.21,35774.10
esdc-edsc,2017-2018,63199.78,65181.95
esdc-edsc,2018-2019,5049192.75,5106394.16
esdc-edsc,2019-2020,6425960.84,6372326.37
esdc-edsc,2020-2021,8217818.34,7832536.21
esdc-edsc,2021-2022,1084730.60,1010146.97
esdc-edsc,2022-2023,3387775.00,3020473.96
fcac-acfc,2019-2020,97688.50,95985.12
fcac-acfc,2020-2021,61020.00,57783.45
fcac-acfc,2022-2023,397445.77,351717.81
feddevontario,2018-2019,10588.50,10687.41
feddevontario,2022-2023,59438.00,53571.48
fin,2018-2019,395301.20,398993.96
fin,2019-2020,59448.74,58091.81
fin,2020-2021,320694.01,303848.64
fin,2022-2023,14407.50,12962.18
hc-sc,2017-2018,49078.12,50544.65
hc-sc,2018-2019,67762.93,68617.79
hc-sc,2019-2020,173854.09,172492.37
hc-sc,2020-2021,494520.85,468989.44
hc-sc,2021-2022,808827.30,758451.81
hc-sc,2022-2023,332095.90,294972.02
iaac-aeic,2019-2020,22487.00,22241.94
iaac-aeic,2022-2023,56500.00,50166.86
ic,2018-2019,712752.53,719410.81
ic,2019-2020,40002.00,39326.19
ic,2021-2022,299399.15,272647.16
ic,2022-2023,1012611.10,900752.28
infc,2019-2020,35897.84,35739.53
infc,2020-2021,50991.25,48125.36
infc,2021-2022,108141.00,98997.71
infc,2022-2023,218259.50,194851.14
irb-cisr,2019-2020,134511.70,133301.12
irb-cisr,2020-2021,416645.12,398174.97
irb-cisr,2022-2023,530650.26,470430.33
isc-sac,2018-2019,105911.13,107061.53
isc-sac,2020-2021,159146.27,150670.50
isc-sac,2021-2022,299694.69,274384.78
isc-sac,2022-2023,739650.60,656887.50
jus,2018-2019,33014.11,33322.52
jus,2019-2020,184941.31,180778.05
jus,2020-2021,499747.71,477228.58
jus,2021-2022,138463.94,127696.44
jus,2022-2023,214458.68,190180.71
lac-bac,2017-2018,15536.86,15980.57
lac-bac,2022-2023,192008.27,170322.33
nrc-cnrc,2018-2019,13751.01,13879.47
nrc-cnrc,2020-2021,118869.89,112288.00
nrc-cnrc,2021-2022,73273.03,67970.66
nrc-cnrc,2022-2023,323623.42,290284.25
nrcan-rncan,2017-2018,42732.32,43952.69
nrcan-rncan,2018-2019,961791.80,971142.08
nrcan-rncan,2019-2020,362967.53,355295.86
nrcan-rncan,2020-2021,35537.37,33486.00
nrcan-rncan,2021-2022,29803.69,27271.97
nrcan-rncan,2022-2023,187159.08,166062.58
nserc-crsng,2022-2023,6961.10,6191.59
oag-bvg,2018-2019,72750.00,73678.16
oag-bvg,2020-2021,226712.00,217037.98
oag-bvg,2021-2022,79663.88,72014.88
oag-bvg,2022-2023,30769.90,27422.19
opc-cpvp,2021-2022,24374.70,22926.38
osfi-bsif,2019-2020,116499.61,115644.14
osfi-bsif,2020-2021,169892.11,162091.79
osfi-bsif,2021-2022,14972.50,14178.88
osfi-bsif,2022-2023,122153.00,108098.74
osgg-bsgg,2018-2019,11558.43,11824.20
osgg-bsgg,2022-2023,15096.80,13395.67
pbc-clcc,2021-2022,18706.43,17602.75
pc,2017-2018,27724.11,28554.29
pc,2019-2020,36354.77,35524.97
pc,2020-2021,13720.65,12928.64
pc,2022-2023,118888.75,105234.70
pch,2017-2018,23024.89,23747.03
pch,2018-2019,14926.30,15187.34
pch,2020-2021,113525.39,108240.74
pch,2021-2022,12790.97,11644.74
pch,2022-2023,125909.14,111956.80
pco-bcp,2018-2019,68034.48,68670.03
pco-bcp,2020-2021,94807.00,89848.45
pco-bcp,2022-2023,15294.55,13630.53
phac-aspc,2022-2023,10373.40,9229.69
ppsc-sppc,2019-2020,25413.70,24972.46
ppsc-sppc,2022-2023,152204.49,134713.36
ps-sp,2019-2020,57189.30,56436.34
ps-sp,2020-2021,63280.00,60943.26
ps-sp,2021-2022,135543.50,123417.70
ps-sp,2022-2023,181131.66,161032.48
pwgsc-tpsgc,2017-2018,152272.89,156979.81
pwgsc-tpsgc,2018-2019,663122.10,672950.36
pwgsc-tpsgc,2019-2020,949392.07,939338.87
pwgsc-tpsgc,2020-2021,3298360.83,3145730.12
pwgsc-tpsgc,2021-2022,601577.95,553485.61
pwgsc-tpsgc,2022-2023,2624512.22,2334481.96
rcmp-grc,2017-2018,5102152.46,5260162.59
rcmp-grc,2018-2019,4347283.43,4407234.14
rcmp-grc,2019-2020,777639.27,770849.82
rcmp-grc,2020-2021,1037316.91,980476.48
rcmp-grc,2021-2022,1148286.35,1052942.86
rcmp-grc,2022-2023,775933.31,692535.87
ssc-spc,2017-2018,47033.86,48395.00
ssc-spc,2018-2019,1423936.45,1441532.00
ssc-spc,2019-2020,385927.59,386274.81
ssc-spc,2020-2021,231580.13,220469.81
ssc-spc,2021-2022,296924.70,277533.99
ssc-spc,2022-2023,382196.23,341617.89
sshrc-crsh,2022-2023,6961.10,6191.59
statcan,2017-2018,178474.60,184296.45
statcan,2019-2020,501720.00,490268.17
statcan,2021-2022,188871.03,172249.85
statcan,2022-2023,442960.00,394934.48
tbs-sct,2022-2023,420318.04,377645.29
tc,2017-2018,165793.30,170554.69
tc,2018-2019,961804.58,971318.03
tc,2019-2020,464930.78,455450.02
tc,2020-2021,1795322.42,1695642.11
tc,2021-2022,958666.40,882436.52
tc,2022-2023,1458971.52,1300105.84
tsb-bst,2018-2019,27854.64,28114.85
tsb-bst,2019-2020,23342.14,23311.32
tsb-bst,2020-2021,21796.39,20724.95
tsb-bst,2022-2023,11442.01,10137.49
vac-acc,2019-2020,349369.37,348860.70
vac-acc,2020-2021,549344.88,527607.58
vac-acc,2022-2023,100625.00,89357.07
wage,2019-2020,48426.16,47464.95
wage,2021-2022,16136.74,14587.36
