d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2021-2022,24990.00,23121.33
3_information_technology,2017-2018,24512.25,25288.19
3_information_technology,2018-2019,40725.30,41702.39
5_transportation_and_logistics,2017-2018,148618.26,153782.74
5_transportation_and_logistics,2018-2019,358305.34,361941.10
5_transportation_and_logistics,2019-2020,829497.26,824605.39
5_transportation_and_logistics,2020-2021,41468.56,39582.76
5_transportation_and_logistics,2021-2022,580018.59,545125.54
6_industrial_products_and_services,2017-2018,30555.00,31522.22
6_industrial_products_and_services,2018-2019,167533.16,169895.39
6_industrial_products_and_services,2019-2020,295985.12,293418.54
6_industrial_products_and_services,2020-2021,448908.97,429129.65
6_industrial_products_and_services,2021-2022,259248.55,243035.73
