owner_org,d_fiscal_year,total
cas-satj,2018-2019,55370
cfia-acia,2017-2018,176.4952380952381
cfia-acia,2018-2019,16105.190476190477
cfia-acia,2019-2020,16149.314285714287
cihr-irsc,2018-2019,11168.837209302326
cihr-irsc,2019-2020,12844.162790697676
cra-arc,2020-2021,35858.78999999999
csa-asc,2017-2018,1141829.9154676632
csa-asc,2018-2019,1236437.1902948895
csa-asc,2019-2020,1160509.738333633
dnd-mdn,2017-2018,23302.604316546764
dnd-mdn,2018-2019,211448.63382552972
dnd-mdn,2019-2020,100301.89185792349
dnd-mdn,2020-2021,12311.359999999999
ec,2019-2020,28245.03
ec,2020-2021,28250
esdc-edsc,2019-2020,2305.946666666667
esdc-edsc,2020-2021,17534.802777777782
ic,2019-2020,24916.5
ic,2020-2021,22448.975099778272
nrc-cnrc,2020-2021,14999.999999999998
phac-aspc,2020-2021,49720
sshrc-crsh,2019-2020,2273.9722972972972
sshrc-crsh,2020-2021,10670.177702702702
tc,2019-2020,24970
tc,2020-2021,34970
