owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2021-2022,71470.78,64986.28
csa-asc,2018-2019,1428.97,1441.16
csa-asc,2019-2020,6226.23,6176.26
csa-asc,2020-2021,6209.22,5919.71
csa-asc,2021-2022,4150.82,3925.27
dnd-mdn,2017-2018,54692.02,56220.03
dnd-mdn,2018-2019,132168.09,134405.09
dnd-mdn,2019-2020,739691.82,724501.46
dnd-mdn,2020-2021,129730.53,123745.16
dnd-mdn,2021-2022,273890.90,252967.50
ec,2017-2018,19943.71,20493.56
ec,2018-2019,2294.04,2313.61
ec,2019-2020,55327.81,54341.42
ec,2020-2021,21514.84,20405.57
ec,2021-2022,23349.19,21230.73
nrc-cnrc,2017-2018,135916.01,139968.10
nrc-cnrc,2018-2019,117335.56,119320.96
nrc-cnrc,2019-2020,195448.62,193031.45
nrc-cnrc,2020-2021,197902.45,189228.26
nrc-cnrc,2021-2022,148305.15,137172.46
nrcan-rncan,2017-2018,23951.48,24611.51
nrcan-rncan,2019-2020,10894.33,10634.82
nrcan-rncan,2020-2021,11448.25,10965.07
nrcan-rncan,2021-2022,23945.16,21772.63
pc,2021-2022,12558.22,11418.82
rcmp-grc,2017-2018,21398.11,21987.78
rcmp-grc,2018-2019,21795.52,21981.40
rcmp-grc,2019-2020,35913.10,35171.20
rcmp-grc,2020-2021,36919.57,35198.18
rcmp-grc,2021-2022,26197.72,24757.63
