d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,38865.52,39957.39
11_defence,2018-2019,32570.29,32986.75
11_defence,2019-2020,634219.97,619940.66
2_professional_services,2018-2019,1428.97,1441.16
2_professional_services,2019-2020,6226.23,6176.26
2_professional_services,2020-2021,6209.22,5919.71
2_professional_services,2021-2022,4150.82,3925.27
3_information_technology,2017-2018,201209.31,207060.95
3_information_technology,2018-2019,126892.47,128850.11
3_information_technology,2019-2020,216073.15,212923.30
3_information_technology,2020-2021,252869.11,241559.18
3_information_technology,2021-2022,292401.82,269132.14
6_industrial_products_and_services,2017-2018,15826.50,16262.63
6_industrial_products_and_services,2018-2019,99597.80,101418.34
6_industrial_products_and_services,2019-2020,154083.45,152249.23
6_industrial_products_and_services,2020-2021,129730.53,123745.16
6_industrial_products_and_services,2021-2022,273890.90,252967.50
9_human_capital,2018-2019,14532.65,14765.86
9_human_capital,2019-2020,32899.10,32567.16
9_human_capital,2020-2021,14916.00,14237.90
9_human_capital,2021-2022,13424.40,12206.41
