d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,658688.53,678413.12
1_facilities_and_construction,2018-2019,1455932.69,1481236.77
1_facilities_and_construction,2019-2020,2840197.31,2815057.10
1_facilities_and_construction,2020-2021,2178273.51,2071332.60
1_facilities_and_construction,2021-2022,2742060.00,2541071.33
1_facilities_and_construction,2022-2023,4095303.60,3655890.13
2_professional_services,2017-2018,1927.85,1982.91
2_professional_services,2018-2019,127297.44,129037.45
2_professional_services,2019-2020,1196324.01,1181440.06
2_professional_services,2020-2021,360275.99,342251.74
2_professional_services,2021-2022,546434.65,507582.12
2_professional_services,2022-2023,4278749.42,3805654.24
6_industrial_products_and_services,2017-2018,46000.00,47536.50
6_industrial_products_and_services,2021-2022,69381.34,62904.09
6_industrial_products_and_services,2022-2023,250734.53,224358.31
