d_fiscal_year,total,total_constant_2019_dollars
2017-2018,706616.38,724403.55
2018-2019,1583230.13,1605463.12
2019-2020,4123891.67,4079638.84
2020-2021,2824655.36,2682193.47
2021-2022,2969070.16,2750076.61
