d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_other,2017-2018,460298.55,473443.98
it_other,2018-2019,469609.53,474222.33
it_other,2019-2020,528922.78,520220.37
it_other,2020-2021,2620425.78,2494038.91
it_other,2021-2022,201389.68,189128.10
it_other,2022-2023,85352.14,75971.08
