d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,7888.39,8107.61
1_facilities_and_construction,2018-2019,80906.25,82535.45
1_facilities_and_construction,2019-2020,15065.92,14926.34
1_facilities_and_construction,2020-2021,24662.14,23711.57
1_facilities_and_construction,2021-2022,20644.63,19172.71
10_office_management,2017-2018,76907.90,79037.72
10_office_management,2018-2019,107086.33,108917.03
10_office_management,2019-2020,22870.30,22325.51
11_defence,2017-2018,6659191.83,6853235.00
11_defence,2018-2019,10917008.72,11044242.62
11_defence,2019-2020,10329831.45,10225963.43
11_defence,2020-2021,5370790.66,5110551.11
11_defence,2021-2022,7216391.83,6687676.13
2_professional_services,2019-2020,1498.95,1463.24
2_professional_services,2020-2021,9473.35,9038.90
3_information_technology,2017-2018,28070909.78,28898336.57
3_information_technology,2018-2019,25779016.95,26239756.66
3_information_technology,2019-2020,13472910.17,13341871.45
3_information_technology,2020-2021,16041731.25,15293460.31
3_information_technology,2021-2022,16231707.64,15183702.59
6_industrial_products_and_services,2017-2018,164343.23,168939.76
6_industrial_products_and_services,2018-2019,9780.76,9993.01
6_industrial_products_and_services,2019-2020,72171.04,71250.81
6_industrial_products_and_services,2020-2021,12455.07,11874.35
6_industrial_products_and_services,2021-2022,12455.07,11654.97
9_human_capital,2017-2018,33797.48,34816.38
9_human_capital,2018-2019,13058.12,13387.08
