normalized_vendor_name,original_vendor_name
ITEX,ITEX INC
ITEX,Itex Enterprise Solutions
ITEX,Itex Inc
ITEX,Itex inc
ITEX,ITEX ENTERPRISE SOLUTIONS
ITEX,Itex Inc.
ITEX,ITEX INC.
ITEX,Itex
ITEX,ITEX
ITEX,ITEXPRESS Direct Inc.
ITEX,ITEX Inc.
ITEX,Itex Inc. Technology Integration Group
ITEX,ITEXPRESS DIRECT INC.
ITEX,ITExpress Direct Inc.
ITEX,ITEXPRESS DIRECT INC
ITEX,ITEX Inc
ITEX,ITEXPRESS Direct Inc
ITEX,Itex-TIG
ITEX,Itex Incorporated
ITEX,Itex INC
ITEX,Itex/TIG
ITEX,"Itex Inc..,DBA Technology"
ITEX,"ITEX Inc., dba Technology Integration Group Inc."
ITEX,"ITEX INC., DBA TECHNOLOGY"
ITEX,Itex enterprise Solutions
ITEX,Itex Enterprise solutions
ITEX,Itex/Technology Integration Group
ITEX,TECHNOLOGY INTEGRATION GROUP
ITEX,ITEX Entreprise Solutions
ITEX,ITEX INCORPORATED
ITEX,Technology Integration Group
ITEX,Tecnology Integration Group
ITEX,ITEX Incorporated
ITEX,ITEX  INC
ITEX,ITExpress Direct Inc
ITEX,Itex Inc/TIG
ITEX,Itex Solutions
ITEX,ITEXpress Direct Inc.
ITEX,IteX Enterprise Solutions
ITEX,Itex Enterprise Solutions Inc.
ITEX,TIG / ITEX
ITEX,SSC - Itex Inc.
ITEX,itex
ITEX,Itex Enterprises Solutions
ITEX,ITEX INC. dba Technology Integration Group
ITEX,ITEX INC. DBA TECHNOLOGY Integration Group
ITEX,ITEX INC AND JHT DEFENCE
ITEX,ITEX ENTERPRISES SOLUTIONS
ITEX,ITEX Enterprise Solutions
ITEX,Itex Technology Integration Group
ITEX,"ITEX INC..,DBA TRCHNOLOGY"
ITEX,Itex Enterprise Inc
ITEX,ITEX ENTERPRISES
ITEX,ITEXPRESS DIRECT
ITEX,ITEX-TIG
ITEX,ITEX/TIG
ITEX,Itex. Inc
ITEX,Itex enterprise Solutions Inc
ITEX,itex Enterprise Solutions
ITEX,ITEX through SSC (for 1 Quantum Tape Libray)
ITEX,Itex Enterprise Solution
ITEX,ITEX inc
ITEX,Itex Enerprise Solutions
ITEX,Technology Integration Group / ITEX
ITEX,Itex Canada Inc.
ITEX,itex enterprises
ITEX,Itex Inc./TIG
ITEX,ITEX ENTERPRISE SOLUTION
ITEX,Itex Entreprise Solutions
ITEX,ITEX through SSC (for 2 Dell Network switches)
ITEX,ITEX ENTERPRISE SOLUTIONS INC.
ITEX,ITEX ENTERPRISE
ITEX,TIG (Itex)
ITEX,ITEX Enterprise Solutions Inc
ITEX,Itex Technology Inc
ITEX,Itex Inc. and IDS Systems Consultants Inc. as a contractual Joint Vent
ITEX,"ITEX Inc,"
ITEX,"Itex Inc.,DBA Technology"
ITEX,Itex enterprise solutions Inc
ITEX,ITEX    INC.
ITEX,itex enterprise solutions
ITEX,Itex In.
ITEX,ITEK ENTERPRISE SOLUTIONS
