d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,7888.390684931507
1_facilities_and_construction,2018-2019,80906.24980687177
1_facilities_and_construction,2019-2020,15065.919508196721
1_facilities_and_construction,2020-2021,24662.14
10_office_management,2017-2018,578400.9582108549
10_office_management,2018-2019,406541.2949762298
10_office_management,2019-2020,199250.76080344772
10_office_management,2020-2021,12436.69
11_defence,2017-2018,5849531.49642133
11_defence,2018-2019,10515715.127466911
11_defence,2019-2020,10044959.577005828
11_defence,2020-2021,5311772.741246775
2_professional_services,2019-2020,1498.948087431694
2_professional_services,2020-2021,9473.351912568305
3_information_technology,2017-2018,28070909.776520394
3_information_technology,2018-2019,25779016.951132666
3_information_technology,2019-2020,13472910.168178413
3_information_technology,2020-2021,16022810.526039124
6_industrial_products_and_services,2017-2018,164343.2320405317
6_industrial_products_and_services,2018-2019,9780.762914848663
6_industrial_products_and_services,2019-2020,96748.53899861741
6_industrial_products_and_services,2020-2021,34330.76930449069
9_human_capital,2017-2018,33797.48196721311
9_human_capital,2018-2019,13058.118032786884
