d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,211599.10,217636.85
it_consulting_services,2018-2019,115067.27,116629.50
it_consulting_services,2019-2020,6955.11,6980.41
it_consulting_services,2021-2022,10028.75,9485.60
it_devices_equipment,2017-2018,16710579.15,17193002.19
it_devices_equipment,2018-2019,13783769.88,14022545.73
it_devices_equipment,2019-2020,7763185.40,7682457.22
it_devices_equipment,2020-2021,9947197.26,9482715.33
it_devices_equipment,2021-2022,10058915.83,9408854.28
it_other,2017-2018,10507008.67,10826457.27
it_other,2018-2019,11361887.90,11574178.06
it_other,2019-2020,5111846.01,5069384.46
it_other,2020-2021,5098062.77,4860411.18
it_other,2021-2022,5154233.80,4822658.69
it_software_licensing,2017-2018,641722.86,661240.27
it_software_licensing,2018-2019,518291.90,526403.37
it_software_licensing,2019-2020,590923.65,583049.38
it_software_licensing,2020-2021,996471.21,950333.80
it_software_licensing,2021-2022,1008529.27,942704.02
