d_fiscal_year,total,total_constant_2019_dollars
2017-2018,168476.84,173167.76
2018-2019,300502.32,306457.43
2019-2020,783780.20,777629.24
2020-2021,709924.68,677515.44
2021-2022,529497.00,493890.36
