d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2399829.63,2459327.56
2018-2019,4497464.15,4554402.89
2019-2020,5121258.38,5108370.52
2020-2021,2765235.82,2703624.43
2021-2022,3411062.64,2734660.73
