d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,925838.44,949829.94
11_defence,2018-2019,925838.44,940236.60
11_defence,2019-2020,918262.45,910555.79
11_defence,2020-2021,912116.97,867122.50
11_defence,2021-2022,767177.84,713516.84
6_industrial_products_and_services,2017-2018,1473991.19,1511106.68
6_industrial_products_and_services,2018-2019,3571625.71,3625099.84
6_industrial_products_and_services,2019-2020,4202995.93,4176201.05
6_industrial_products_and_services,2020-2021,1853118.85,1761874.43
6_industrial_products_and_services,2021-2022,2643884.81,2102472.81
