d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2396748.93,2459565.57
1_facilities_and_construction,2018-2019,2904399.31,2941651.33
1_facilities_and_construction,2019-2020,4185966.65,4177212.48
1_facilities_and_construction,2020-2021,5388931.35,5259101.98
1_facilities_and_construction,2021-2022,6431358.20,4854113.58
11_defence,2017-2018,3432168.33,3524169.39
11_defence,2018-2019,2178270.46,2206068.49
11_defence,2019-2020,1934786.95,1930723.43
11_defence,2020-2021,1156091.95,1133111.35
6_industrial_products_and_services,2019-2020,13576.85,13595.47
6_industrial_products_and_services,2020-2021,6569.45,6626.91
