normalized_vendor_name,original_vendor_name
AEREX AVIONICS,Aerex Avionics Inc.
AEREX AVIONICS,AEREX
AEREX AVIONICS,Aerex Avionics Inc
AEREX AVIONICS,AEREX avionique inc.
AEREX AVIONICS,AEREX Avionics Inc/AEREX avionique inc
AEREX AVIONICS,AEREX Avionics Inc.
AEREX AVIONICS,AEREX Avionics inc
AEREX AVIONICS,Aerex Avionics inc.
AEREX AVIONICS,AEREX AVIONICS
AEREX AVIONICS,AEREX Avionique inc.
AEREX AVIONICS,AEREX AVIONICS INC/AEREX AVIONIQUE INC
AEREX AVIONICS,Aerex Avionique Inc.
AEREX AVIONICS,Aerex
AEREX AVIONICS,Aerex Avionique Inc
AEREX AVIONICS,AEREX AVIONIQUE INC.
AEREX AVIONICS,AEREX Avionique Inc
