normalized_vendor_name,original_vendor_name
ALGONQUIN COLLEGE,Algonquin College of Applied Arts and Technology
ALGONQUIN COLLEGE,Algonquin College Corporate Training Centre
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE/WOODROFFE CAMPUS
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE OF APPLIED ARTS
ALGONQUIN COLLEGE,Algonquin College/Woodroffe Campus
ALGONQUIN COLLEGE,Algonquin College
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE  CORPORATE
ALGONQUIN COLLEGE,Algonquin College/Language Institute
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE OF APPLIED ARTS AND TECHNOLOGY
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE CORPORATE
ALGONQUIN COLLEGE,Algonquin College Of Applied Arts
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE FINANCE OFFICE
ALGONQUIN COLLEGE,Algonquin College/Pembroke
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE OFFICE OF THE REGISTRAR
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE OF APPLIED ARTS & TECHNOLOGY
ALGONQUIN COLLEGE,Algonquin College - Language Institute
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE - APPLIED SCIENCE
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE CORPORATE TRAINING CENTRE
ALGONQUIN COLLEGE,Algonquin College - Language Instit
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE CORPORATE TRAINING.
ALGONQUIN COLLEGE,ALGONQUIN COLLEGE/PEMBROKE
ALGONQUIN COLLEGE,Algonquin College Corporate Training
