owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2022-2023,98280.00,87568.82
cas-satj,2019-2020,16724.00,16425.38
cbsa-asfc,2022-2023,64014.50,57110.71
csc-scc,2022-2023,36160.00,32467.87
dfatd-maecd,2017-2018,11187.00,11537.87
dfo-mpo,2017-2018,10231.32,10547.58
dfo-mpo,2022-2023,20177.28,17855.79
dnd-mdn,2017-2018,1566817.70,1615249.55
dnd-mdn,2018-2019,1249850.73,1274639.30
dnd-mdn,2019-2020,1232376.17,1223494.49
dnd-mdn,2020-2021,596552.14,566991.55
dnd-mdn,2021-2022,1014516.22,933576.67
dnd-mdn,2022-2023,1714009.43,1533270.69
ec,2017-2018,123360.38,127229.41
ec,2018-2019,69026.75,69671.58
ec,2019-2020,526329.00,522130.48
ec,2021-2022,22224.67,20460.14
esdc-edsc,2019-2020,24831.75,24602.75
esdc-edsc,2020-2021,37574.59,35856.89
esdc-edsc,2021-2022,82230.51,76416.48
esdc-edsc,2022-2023,77495.81,69249.62
fin,2018-2019,12146.96,12310.45
fin,2019-2020,14215.94,14204.81
hc-sc,2017-2018,24975.00,25699.97
hc-sc,2018-2019,24973.00,25206.29
hc-sc,2019-2020,5708.59,5578.29
hc-sc,2020-2021,11806.41,11152.68
hc-sc,2021-2022,67270.00,61699.98
hc-sc,2022-2023,92314.92,82336.97
ic,2017-2018,10290.00,10583.87
ic,2018-2019,46973.70,47545.91
ic,2019-2020,46723.62,46021.64
ic,2020-2021,99590.59,94726.77
ic,2021-2022,202007.23,185105.14
ic,2022-2023,161571.30,143889.51
infc,2019-2020,18645.00,18702.70
jus,2017-2018,10102.20,10407.53
jus,2022-2023,29487.35,26193.49
nrc-cnrc,2018-2019,12995.00,13170.98
nrc-cnrc,2019-2020,23160.00,22907.60
nrc-cnrc,2021-2022,10441.20,9635.77
nrc-cnrc,2022-2023,14520.50,13047.50
psc-cfp,2018-2019,15447.10,15591.40
pwgsc-tpsgc,2017-2018,24777.57,25554.68
pwgsc-tpsgc,2018-2019,32454.95,32821.81
pwgsc-tpsgc,2019-2020,36927.05,36975.26
pwgsc-tpsgc,2021-2022,32544.00,29427.99
pwgsc-tpsgc,2022-2023,34289.85,30566.71
rcmp-grc,2017-2018,22543.50,23187.31
rcmp-grc,2018-2019,23100.00,23315.79
rcmp-grc,2019-2020,13368.66,13115.49
rcmp-grc,2020-2021,7228.98,6828.71
rcmp-grc,2021-2022,31883.76,29449.98
rcmp-grc,2022-2023,32384.13,28944.01
ssc-spc,2018-2019,24747.00,25093.54
ssc-spc,2019-2020,37064.00,36700.35
ssc-spc,2020-2021,63594.79,61066.27
ssc-spc,2021-2022,26666.54,25201.25
statcan,2021-2022,76597.05,69721.57
statcan,2022-2023,18040.03,16242.31
tbs-sct,2017-2018,40832.55,42089.62
tbs-sct,2019-2020,36779.24,36893.06
tbs-sct,2021-2022,21377.50,19324.92
