d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2018-2019,24973.00,25218.71
0_other,2019-2020,5708.59,5570.44
0_other,2020-2021,11806.41,11145.01
1_facilities_and_construction,2019-2020,36779.24,36910.01
2_professional_services,2017-2018,1517493.20,1556931.72
2_professional_services,2018-2019,1234181.91,1254131.86
2_professional_services,2019-2020,1209587.37,1199346.20
2_professional_services,2020-2021,564219.67,535604.97
2_professional_services,2021-2022,255206.99,237319.27
3_information_technology,2017-2018,14607.57,14992.68
3_information_technology,2018-2019,37119.96,37523.10
3_information_technology,2019-2020,14215.94,14203.89
3_information_technology,2021-2022,309.20,279.27
9_human_capital,2017-2018,313016.45,320941.76
9_human_capital,2018-2019,221580.50,223889.92
9_human_capital,2019-2020,804651.83,798655.64
9_human_capital,2020-2021,278307.30,264740.14
9_human_capital,2021-2022,1036671.54,950328.57
