d_fiscal_year,total,total_constant_2019_dollars
2017-2018,45356595.61,46744708.70
2018-2019,56610996.50,57737021.45
2019-2020,44972872.51,44486057.66
2020-2021,61088865.05,58143758.32
2021-2022,39058059.17,36393023.38
