owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,186721.86
aandc-aadnc,2018-2019,661187.5
aandc-aadnc,2019-2020,704913.42
aandc-aadnc,2020-2021,493997.82
cannor,2017-2018,32458.69
cannor,2018-2019,113894.33
cannor,2019-2020,74687.86
cbsa-asfc,2017-2018,18080
cbsa-asfc,2018-2019,22948.64
cbsa-asfc,2019-2020,2336742.42
cbsa-asfc,2020-2021,667765.58
cer-rec,2017-2018,162776.39
cer-rec,2018-2019,84245.87
cfia-acia,2017-2018,88209.72
cfia-acia,2018-2019,21992.01
cic,2018-2019,3648.48
cic,2019-2020,19932.77
cic,2020-2021,250989.96
cics-scic,2019-2020,44851.86
cihr-irsc,2017-2018,2110151.75
cihr-irsc,2018-2019,3252745.62
cihr-irsc,2019-2020,2226663.78
cihr-irsc,2020-2021,0
cnsc-ccsn,2017-2018,97173.12
cnsc-ccsn,2018-2019,80212.44
cnsc-ccsn,2019-2020,138482.55
cnsc-ccsn,2020-2021,14668.27
csc-scc,2017-2018,2879811.53
csc-scc,2018-2019,6629666.13
csc-scc,2019-2020,3928987.01
csc-scc,2020-2021,4067049.77
dfatd-maecd,2017-2018,11815188.75
dfatd-maecd,2018-2019,25955202.28
dfatd-maecd,2019-2020,14779423.17
dfatd-maecd,2020-2021,24102185.71
dfo-mpo,2017-2018,8358519.04
dfo-mpo,2018-2019,7042301.88
dfo-mpo,2019-2020,8111846.39
dfo-mpo,2020-2021,5624306.97
dnd-mdn,2017-2018,157524.37
ec,2017-2018,131585.59
ec,2018-2019,490639.36
ec,2019-2020,237312.06
ec,2020-2021,19882.31
elections,2017-2018,165722.34
esdc-edsc,2017-2018,34182.34
esdc-edsc,2018-2019,92460.81
fcac-acfc,2020-2021,5255.89
fin,2017-2018,140014
fin,2018-2019,40476.19
fin,2019-2020,77176.4
fin,2020-2021,80276.56
hc-sc,2017-2018,10190642.52
hc-sc,2018-2019,5414637.23
hc-sc,2019-2020,4648364.77
iaac-aeic,2019-2020,44749.89
ic,2017-2018,244438.68
ic,2018-2019,400257.93
ic,2019-2020,355220.62
ic,2020-2021,202481.69
infc,2018-2019,15886.92
infc,2019-2020,19391.3
infc,2020-2021,10608.7
isc-sac,2017-2018,1881593.84
isc-sac,2018-2019,2101381.84
isc-sac,2019-2020,3307460.03
isc-sac,2020-2021,14188360.21
jus,2017-2018,110163.02
jus,2018-2019,85803.02
jus,2019-2020,86038.1
jus,2020-2021,12308.24
lac-bac,2018-2019,583986.13
lac-bac,2019-2020,879584.04
lac-bac,2020-2021,877180.81
nrc-cnrc,2017-2018,14827.59
nrc-cnrc,2019-2020,33900
nrcan-rncan,2017-2018,510025.25
nrcan-rncan,2018-2019,405540.03
nrcan-rncan,2019-2020,13335
nserc-crsng,2017-2018,418716.89
nserc-crsng,2018-2019,415404.19
nserc-crsng,2019-2020,236518.98
nserc-crsng,2020-2021,263858.16
osfi-bsif,2019-2020,37375.24
osfi-bsif,2020-2021,89749.76
osgg-bsgg,2017-2018,284628.19
osgg-bsgg,2018-2019,247312.99
osgg-bsgg,2019-2020,121096.5
osgg-bsgg,2020-2021,30167.14
pbc-clcc,2017-2018,80027.49
pbc-clcc,2018-2019,1498.28
pbc-clcc,2019-2020,80585.17
pbc-clcc,2020-2021,24958.46
pc,2017-2018,16194.21
pc,2018-2019,419291.43
pc,2019-2020,175339.8
pc,2020-2021,440845.01
pch,2017-2018,511580.2
pch,2018-2019,143987.82
pch,2019-2020,17501.92
pch,2020-2021,336766.89
pco-bcp,2017-2018,41888.28
pco-bcp,2018-2019,16631.68
pco-bcp,2019-2020,33141.43
phac-aspc,2019-2020,41937.8
ppsc-sppc,2017-2018,286493.3
ppsc-sppc,2018-2019,329003.37
ppsc-sppc,2019-2020,117960.44
ps-sp,2019-2020,17516.67
pwgsc-tpsgc,2017-2018,1578950.27
pwgsc-tpsgc,2018-2019,500987.77
pwgsc-tpsgc,2019-2020,649948.43
pwgsc-tpsgc,2020-2021,1627525.89
rcmp-grc,2017-2018,1831945.09
rcmp-grc,2018-2019,1413969.81
rcmp-grc,2019-2020,512830.88
rcmp-grc,2020-2021,171753.08
sirc-csars,2019-2020,23000
ssc-spc,2017-2018,92589.92
ssc-spc,2018-2019,324959.34
sshrc-crsh,2017-2018,27574.06
sshrc-crsh,2018-2019,57356.73
sshrc-crsh,2019-2020,212403.14
sshrc-crsh,2020-2021,27574.06
statcan,2017-2018,12282.82
swc-cfc,2017-2018,16319.91
tbs-sct,2017-2018,13736.27
tbs-sct,2018-2019,21005.76
tbs-sct,2019-2020,10531.65
tc,2017-2018,24736.58
tc,2020-2021,69465.61
wage,2019-2020,19685.66
wage,2020-2021,3295.71
wd-deo,2018-2019,0
