d_vendor_name,overall_total
TRANSWEST AIR,24246806.31
BEAVER AIR CHARTER CONSULTANTS,20542454.28
AIR INUIT, 9976803.99
QATAR AIRWAYS, 6152461.50
WEST WIND AVIATION, 5549273.28
ETHIOPIAN AIRLINES GROUP, 5164517.90
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP, 4841531.24
MOMENTUM SOLUTIONS, 4520915.35
BOEHM HOTEL, 4329721.76
AIR INDIA, 4265666.95
PANALPINA, 3046495.91
BOLLORE LOGISTICS, 3040526.17
BOYD MOVING STORAGE, 2867151.99
TERAMACH TECHNOLOGIES, 2340750.97
HUMAN LOGISTICS, 2206478.43
WOOD CANADA, 1692636.35
HEMMERA ENVIROCHEM, 1649862.51
AMDOCS, 1475402.60
CANADIAN NORTH, 1064038.74
SIMPLEX GRINNELL,  565000.00
DST CONSULTING ENGINEERS,  531444.18
GREAT SLAVE HELICOPTERS,  412893.20
EXP SERVICES,  396072.09
IBM CANADA,  316400.00
STANTEC,  259939.07
AON REED STENHOUSE,  259580.02
KPMG,  252179.50
GARTNER,  248400.18
DONNA CONA,  205938.72
DILLON CONSULTING,  200008.87
CANADIAN RED CROSS,  192255.95
FIRST AIR,  172330.16
CANADIAN CORPS OF COMMISSIONAIRES,  154617.87
AIR TINDI,  146535.30
IHS GLOBAL,  142212.20
AMEX BANK OF CANADA,  127125.00
KENN BOREK AIR,  123323.82
JOHN HOWARD SOCIETY,  119774.70
LANSDOWNE TECHNOLOGIES,  102252.58
TOTEM OFFISOURCE,   96529.08
CANADIAN HELICOPTERS,   82493.23
WSP,   79270.07
RAYMOND CHABOT GRANT THORNTON,   75291.17
INFO TECH RESEARCH GROUP,   61224.19
BROOKFIELD ASSET MANAGEMENT,   50750.00
GHD,   37575.96
PROSCI CANADA,   34643.22
PAL AEROSPACE,   27017.99
SI SYSTEMS,   18394.16
DELCO AUTOMATION,   15191.88
ATCO,   12873.00
COVERDALE CENTRE FOR WOMEN,   10250.00
PRICEWATERHOUSE COOPERS,       0.00
