d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,134690.46,138758.70
it_consulting_services,2018-2019,197473.50,201021.44
it_consulting_services,2019-2020,654446.82,647483.21
it_consulting_services,2020-2021,239023.91,228675.34
it_consulting_services,2021-2022,44748.00,41995.44
it_consulting_services,2022-2023,140515.50,125044.84
it_devices_equipment,2017-2018,711321.16,732052.51
it_devices_equipment,2018-2019,154552.02,157452.23
it_devices_equipment,2019-2020,234452.24,230716.80
it_devices_equipment,2020-2021,58870.47,55610.78
it_devices_equipment,2021-2022,148489.29,139826.66
it_devices_equipment,2022-2023,586749.33,519526.75
it_other,2017-2018,18328.56,18893.95
it_other,2018-2019,23631.67,24095.17
it_software_licensing,2017-2018,21875.33,22553.27
it_software_licensing,2018-2019,51126.91,51924.90
it_software_licensing,2019-2020,140407.29,139741.62
it_software_licensing,2020-2021,76507.61,72890.13
it_software_licensing,2021-2022,58411.73,54207.16
it_software_licensing,2022-2023,92722.67,82709.75
