d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,6990.57,7155.35
1_facilities_and_construction,2018-2019,17709.43,18094.07
1_facilities_and_construction,2019-2020,24297.00,23709.00
1_facilities_and_construction,2021-2022,10922.62,9865.31
11_defence,2017-2018,20592.26,21106.36
11_defence,2018-2019,2782.74,2843.18
2_professional_services,2017-2018,612935.25,628636.44
2_professional_services,2018-2019,647414.79,657082.17
2_professional_services,2019-2020,701713.07,695477.13
2_professional_services,2020-2021,813727.18,773541.33
2_professional_services,2021-2022,668415.91,619215.75
3_information_technology,2019-2020,12417.30,12305.26
8_security_and_protection,2021-2022,84647.74,78566.55
9_human_capital,2017-2018,56705.61,58166.55
9_human_capital,2018-2019,18832.88,19241.92
9_human_capital,2021-2022,116356.16,107368.87
