d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_other,2019-2020,405973.44,396148.67
it_other,2020-2021,1490858.23,1413166.64
it_other,2021-2022,380071.50,346613.75
it_software_licensing,2020-2021,136301.43,129680.59
