d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,10008.79,9509.82
1_facilities_and_construction,2021-2022,1343024.46,1216269.89
1_facilities_and_construction,2022-2023,2129826.03,1897061.98
2_professional_services,2020-2021,18486.30,17450.11
2_professional_services,2021-2022,95375.52,88384.25
3_information_technology,2019-2020,405973.44,396707.04
3_information_technology,2020-2021,1627159.66,1545094.12
3_information_technology,2021-2022,380071.50,346972.52
3_information_technology,2022-2023,21271.74,19034.04
5_transportation_and_logistics,2022-2023,48037.50,42510.56
6_industrial_products_and_services,2018-2019,115663.88,116744.37
6_industrial_products_and_services,2019-2020,10583245.01,10498822.70
6_industrial_products_and_services,2021-2022,13881.92,12549.03
7_travel,2022-2023,6619.25,5857.68
