d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1397383.19,1440569.03
1_facilities_and_construction,2019-2020,3582208.62,3542891.97
1_facilities_and_construction,2020-2021,12438.22,11749.51
1_facilities_and_construction,2021-2022,80761.77,73007.35
1_facilities_and_construction,2022-2023,1313219.87,1185452.08
5_transportation_and_logistics,2017-2018,784990.35,808181.07
5_transportation_and_logistics,2019-2020,56941.10,55801.21
5_transportation_and_logistics,2022-2023,2245147.93,1993076.32
6_industrial_products_and_services,2020-2021,317400.00,304547.54
6_industrial_products_and_services,2021-2022,156295.04,141288.22
6_industrial_products_and_services,2022-2023,966909.96,865195.09
