d_fiscal_year,total,total_constant_2019_dollars
2017-2018,49995.60,51190.59
2018-2019,168522.13,170448.84
2019-2020,1211961.40,1201126.46
2020-2021,1217721.44,1157445.73
2021-2022,1102913.39,1025357.71
