normalized_vendor_name,original_vendor_name
UNITED RENTALS,UNITED RENTALS OF CANADA
UNITED RENTALS,UNITED RENTALS OF CANADA INC
UNITED RENTALS,"UNITED RENTALS OF CANADA, INC."
UNITED RENTALS,United Rentals
UNITED RENTALS,United Rentals of Canada
UNITED RENTALS,UNITED RENTALS OF CANADA INC.
UNITED RENTALS,"United Rentals of Canada, Inc."
UNITED RENTALS,United Rentals of Canada Inc
UNITED RENTALS,UNITED RENTALS
UNITED RENTALS,United Rentals of Canada Inc.
UNITED RENTALS,united rentals
UNITED RENTALS,United Rentals of Canada Ltd.
UNITED RENTALS,United Rentals du Canada
UNITED RENTALS,United Rentals of Canada INC
UNITED RENTALS,United rentals
UNITED RENTALS,United Rentals Ltd.
UNITED RENTALS,UNITED RENTALS INC.
UNITED RENTALS,United rentals Branch 309
UNITED RENTALS,United rentals of canada ltd
UNITED RENTALS,United rentals company inc
UNITED RENTALS,"UNITED RENTALS OF CANADA, INC"
UNITED RENTALS,UNITED RENTALS FORKLIFT
UNITED RENTALS,United Rentals Inc.
UNITED RENTALS,United Rentals of Canada LTD
UNITED RENTALS,United rentals of Canada Inc.
UNITED RENTALS,UNITED RENTALS OF CANADA LTD
UNITED RENTALS,"United Rentals of Canada, Ltd."
UNITED RENTALS,United Rentals du Canada Inc
