d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,10216.60,10466.92
1_facilities_and_construction,2018-2019,1278005.23,1297700.38
1_facilities_and_construction,2019-2020,291143.37,288404.39
1_facilities_and_construction,2020-2021,505769.67,481208.11
1_facilities_and_construction,2021-2022,156699.17,144154.71
10_office_management,2017-2018,98813.10,101359.04
10_office_management,2018-2019,306032.86,311011.95
10_office_management,2019-2020,322263.78,320497.54
10_office_management,2020-2021,197234.25,188252.52
10_office_management,2021-2022,76245.65,71427.79
11_defence,2017-2018,159430.01,163545.27
11_defence,2018-2019,214635.44,217963.85
11_defence,2019-2020,465675.61,461473.72
11_defence,2020-2021,936978.65,888927.17
11_defence,2021-2022,921367.26,855479.56
2_professional_services,2017-2018,239300.80,244941.62
2_professional_services,2020-2021,5840.81,5499.82
2_professional_services,2021-2022,31898.89,29736.68
3_information_technology,2018-2019,64022.68,64957.81
3_information_technology,2020-2021,20582.70,19381.04
3_information_technology,2021-2022,36129.57,34062.43
5_transportation_and_logistics,2019-2020,460291.86,449152.56
5_transportation_and_logistics,2020-2021,1097009.51,1039127.03
6_industrial_products_and_services,2017-2018,2492594.58,2551963.23
6_industrial_products_and_services,2018-2019,1416432.98,1444124.50
6_industrial_products_and_services,2019-2020,583459.18,583642.70
6_industrial_products_and_services,2020-2021,316804.00,300758.54
6_industrial_products_and_services,2021-2022,1743671.44,1619158.23
9_human_capital,2018-2019,7655.28,7738.40
9_human_capital,2019-2020,11748.72,11734.28
