owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,11261.89,11367.09
acoa-apeca,2019-2020,72474.25,70820.01
cic,2017-2018,19167.63,19792.53
cic,2020-2021,17859.42,16926.59
csc-scc,2017-2018,724192.39,746603.16
csc-scc,2018-2019,837798.91,849559.64
csc-scc,2019-2020,1327158.48,1308940.58
csc-scc,2020-2021,517433.69,490867.59
csc-scc,2021-2022,787191.23,728192.80
csc-scc,2022-2023,1808693.04,1608093.78
dfatd-maecd,2017-2018,178892.63,184065.00
dfatd-maecd,2018-2019,498835.94,504552.51
dfatd-maecd,2019-2020,157005.91,155476.29
dfatd-maecd,2020-2021,77953.08,73898.38
dfatd-maecd,2021-2022,47759.68,44595.08
dfo-mpo,2017-2018,33373.57,34407.55
dfo-mpo,2018-2019,13620.00,13747.23
dfo-mpo,2020-2021,11085.08,10505.15
dnd-mdn,2019-2020,50169.90,49919.50
dnd-mdn,2020-2021,49977.69,47532.64
dnd-mdn,2021-2022,61290.77,57443.03
dnd-mdn,2022-2023,103973.63,92774.32
ec,2021-2022,19872.35,18178.22
esdc-edsc,2022-2023,90406.54,80004.85
feddevontario,2018-2019,24230.97,24457.33
hc-sc,2019-2020,22905.10,22440.75
hc-sc,2021-2022,687863.54,622771.21
hc-sc,2022-2023,423311.19,374707.14
irb-cisr,2019-2020,27389.73,26764.56
jus,2017-2018,41182.83,42431.88
mgerc-ceegm,2017-2018,24965.38,25678.35
ocol-clo,2021-2022,24999.19,22695.83
ocol-clo,2022-2023,22530.18,19975.80
ppsc-sppc,2017-2018,20888.10,21590.36
pwgsc-tpsgc,2017-2018,173991.99,179037.26
pwgsc-tpsgc,2018-2019,230102.69,234052.80
pwgsc-tpsgc,2019-2020,189397.82,188034.54
pwgsc-tpsgc,2020-2021,59900.01,56660.57
pwgsc-tpsgc,2021-2022,71675.46,65892.98
pwgsc-tpsgc,2022-2023,87951.76,77832.51
rcmp-grc,2017-2018,10986.80,11342.55
rcmp-grc,2018-2019,13074.30,13196.44
rcmp-grc,2019-2020,17982.78,17572.32
