d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2021-2022,25142.25,22861.11
it_other,2018-2019,17341.97,17489.86
it_other,2019-2020,871476.83,856983.25
it_other,2020-2021,1662236.70,1584734.02
it_other,2021-2022,1701356.22,1592536.21
