owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2019-2020,10192.60,10042.05
dfo-mpo,2021-2022,39119.52,36828.22
dfo-mpo,2022-2023,25406.81,22518.67
pc,2018-2019,15141.00,15282.44
pc,2022-2023,55411.05,49113.46
rcmp-grc,2019-2020,647563.59,636932.85
rcmp-grc,2020-2021,1257237.82,1197293.58
rcmp-grc,2021-2022,1258206.03,1169761.51
rcmp-grc,2022-2023,1459378.72,1305026.69
ssc-spc,2018-2019,2200.97,2221.53
ssc-spc,2019-2020,15311.07,15221.62
