d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2240631.00,2305429.31
2018-2019,5758215.26,5868560.76
2019-2020,66192.83,64681.97
2020-2021,481020.57,459258.93
2021-2022,52916.10,49211.45
