d_fiscal_year,total,total_constant_2019_dollars
2017-2018,487842.47,502558.81
2018-2019,854839.21,865189.73
2019-2020,2548752.28,2544659.90
2020-2021,2794494.03,2682740.44
2021-2022,24421296.42,17104035.38
