owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2019-2020,98669.48,96590.46
csc-scc,2021-2022,94731.04,86768.51
dfo-mpo,2017-2018,134126.39,138444.80
dfo-mpo,2018-2019,176494.63,180503.53
dfo-mpo,2020-2021,135032.38,129504.82
dfo-mpo,2021-2022,1496313.52,1368464.03
dnd-mdn,2019-2020,1036343.64,1029577.26
dnd-mdn,2020-2021,1792354.70,1703952.24
dnd-mdn,2021-2022,21833276.39,20408924.83
ec,2018-2019,20160.00,20674.49
ec,2019-2020,14716.80,14547.57
nrc-cnrc,2019-2020,908286.33,897152.91
nrc-cnrc,2020-2021,435485.16,414837.37
nrc-cnrc,2021-2022,671849.00,624506.98
nrcan-rncan,2018-2019,231666.83,237564.67
pc,2017-2018,178775.42,184434.56
pc,2019-2020,21560.11,21328.23
pc,2021-2022,32482.86,29808.80
tc,2017-2018,174940.66,180017.12
tc,2018-2019,426517.75,433526.62
tc,2019-2020,469175.92,464511.19
tc,2020-2021,431715.37,411586.41
tc,2021-2022,326798.48,306865.22
