d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2021-2022,86016.54,78460.55
11_defence,2019-2020,1036343.64,1034931.13
11_defence,2020-2021,1792261.13,1709308.31
11_defence,2021-2022,21673952.32,15571466.14
5_transportation_and_logistics,2017-2018,487842.47,502558.81
5_transportation_and_logistics,2018-2019,854839.21,865189.73
5_transportation_and_logistics,2019-2020,1437597.80,1435122.33
5_transportation_and_logistics,2020-2021,1002232.91,973432.13
5_transportation_and_logistics,2021-2022,2497324.85,1340028.79
6_industrial_products_and_services,2019-2020,74810.84,74606.44
6_industrial_products_and_services,2021-2022,164002.72,114079.90
