owner_org,d_fiscal_year,total
aafc-aac,2019-2020,14227.220000000001
aafc-aac,2020-2021,20509.65
csc-scc,2019-2020,79800
csc-scc,2020-2021,298137.06953642383
dfo-mpo,2017-2018,2157012.4073140887
dfo-mpo,2018-2019,3760078.522685911
dfo-mpo,2019-2020,1578648.1
dfo-mpo,2020-2021,702553.65
dnd-mdn,2017-2018,2002528.38
dnd-mdn,2018-2019,5315977.358395937
dnd-mdn,2019-2020,2266698.9285403527
dnd-mdn,2020-2021,121095.3022328653
ec,2020-2021,20130.1775147929
pc,2017-2018,14735.2
pc,2018-2019,28447.5
pc,2019-2020,1546393.1294536113
pc,2020-2021,1149423.956952068
pch,2017-2018,13797
pch,2019-2020,26366.0225443787
pch,2020-2021,13224.812427049874
tc,2019-2020,16800
tc,2020-2021,21000
