owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2019-2020,14227.22,14210.05
aafc-aac,2020-2021,20509.65,19587.86
aafc-aac,2021-2022,129691.54,122882.62
csc-scc,2019-2020,79800.00,77991.55
csc-scc,2020-2021,298137.07,284344.00
csc-scc,2021-2022,382974.80,355776.72
dfo-mpo,2017-2018,2157012.41,2223566.09
dfo-mpo,2018-2019,3760078.52,3832923.44
dfo-mpo,2019-2020,1578648.10,1579439.09
dfo-mpo,2020-2021,702553.65,666655.19
dfo-mpo,2021-2022,1789052.52,1666526.91
dnd-mdn,2017-2018,2002528.38,2061107.67
dnd-mdn,2018-2019,5315956.14,5439096.42
dnd-mdn,2019-2020,2266674.66,2271239.13
dnd-mdn,2020-2021,166069.36,159081.21
dnd-mdn,2021-2022,303786.48,281793.91
ec,2020-2021,20130.18,19219.56
ec,2021-2022,11369.82,10793.44
pc,2017-2018,14735.20,15141.26
pc,2018-2019,28447.50,28782.95
pc,2019-2020,1546393.13,1524761.00
pc,2020-2021,1149423.96,1095307.29
pc,2021-2022,2061719.71,1916324.74
pch,2017-2018,13797.00,14218.76
pch,2019-2020,26366.02,25999.42
pch,2020-2021,13224.81,12620.74
pch,2021-2022,75.56,71.99
phac-aspc,2021-2022,18928.56,17337.60
tc,2019-2020,16800.00,16548.13
tc,2020-2021,21000.00,20020.86
tc,2021-2022,21000.00,19472.24
