d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1648179394.671046
1_facilities_and_construction,2018-2019,1694564218.6137016
1_facilities_and_construction,2019-2020,1609753261.5830336
1_facilities_and_construction,2020-2021,1645102032.546023
10_office_management,2017-2018,69318929.45333163
10_office_management,2018-2019,60555436.7742543
10_office_management,2019-2020,58939556.703302614
10_office_management,2020-2021,63595090.9276862
11_defence,2017-2018,3085158412.0316844
11_defence,2018-2019,3113626422.2064066
11_defence,2019-2020,2816577487.243821
11_defence,2020-2021,3068065385.897287
2_professional_services,2017-2018,363764225.59038985
2_professional_services,2018-2019,414657566.7551011
2_professional_services,2019-2020,464899037.8311084
2_professional_services,2020-2021,433563582.37463444
4_medical,2017-2018,124395702.8881034
4_medical,2018-2019,237102910.91294488
4_medical,2019-2020,233224167.6354663
4_medical,2020-2021,247544667.04650444
6_industrial_products_and_services,2017-2018,712244573.1406773
6_industrial_products_and_services,2018-2019,771591821.9582201
6_industrial_products_and_services,2019-2020,765929178.2362212
6_industrial_products_and_services,2020-2021,695201603.5623158
7_travel,2017-2018,157524.36944444446
8_security_and_protection,2017-2018,43717332.65989415
8_security_and_protection,2018-2019,79808001.6341552
8_security_and_protection,2019-2020,92398392.36297244
8_security_and_protection,2020-2021,180568707.36655188
9_human_capital,2017-2018,30951817.657538634
9_human_capital,2018-2019,42609400.45442127
9_human_capital,2019-2020,42753149.07257663
9_human_capital,2020-2021,37882426.47478341
NA,2017-2018,467728.50106375845
NA,2018-2019,4183026.061652013
NA,2019-2020,2688297.971300112
NA,2020-2021,605354.8154420356
