d_vendor_name,overall_total
GENERAL DYNAMICS,4337449274.13
IRVING SHIPBUILDING,4241959958.07
VANCOUVER SHIPYARDS,3759196057.12
CAE,2995181460.78
AIRBUS,2413796969.85
LOCKHEED MARTIN,1878190364.84
L3HARRIS,1235456238.66
CALIAN,1083196858.77
CHANTIER DAVIE CANADA,917821874.90
THALES,831132230.64
BELL TEXTRON,806165191.84
I M P GROUP,692948585.04
THE BOEING COMPANY,668833133.93
SEASPAN VICTORIA SHIPYARDS,648107914.77
LEONARDO,592735941.57
FEDERAL FLEET SERVICES,578175674.27
LOGISTIK UNICORP,548591014.72
SIKORSKY AIRCRAFT,548453957.59
ELLISDON,530773641.30
WEIR CANADA,435401664.13
NASITTUQ,415251099.30
KF AEROSPACE,405265679.29
CASCADE AEROSPACE,401582510.32
TOP ACES,356384358.74
SERCO,355406293.06
ADGA GROUP,353143718.05
FLEETWAY,336034529.60
AEG FUELS,325132253.20
BABCOCK INTERNATIONAL GROUP,303805545.24
POMERLEAU,303137403.30
IRVING OIL,261520952.05
MCW CUSTOM ENERGY SOLUTIONS,230684558.79
RAYTHEON,225940661.99
PURELOGIC,223026480.62
SNC LAVALIN,213619989.27
CANADIAN CORPS OF COMMISSIONAIRES,211697659.76
NORTHERN MICRO,196290927.29
MODIS CANADA,187508781.93
RHEINMETALL,174035553.03
IBM CANADA,167781240.55
SCA SHIPPING CONSULTANTS ASSOCIATED,165865837.80
CORPORATION DU FORT ST JEAN,154832327.98
KRAUSS MAFFEI WEGMANN,150960919.88
L3 MAS,149795256.34
MACDONALD DETTWILER AND ASSOCIATES,149767850.24
IMPERIAL OIL,148788701.66
STONEWORKS TECHNOLOGIES,148652221.04
COLT CANADA,141946520.65
EBC,141908616.54
ZODIAC HURRICANE TECHNOLOGIES,138830672.93
SI SYSTEMS,136257369.72
IBISKA TELECOM,126865223.67
HARNOIS ENERGIES,124510908.70
AMERESCO CANADA,123022517.82
UNITED STATES DEPARTMENT OF THE NAVY,118483382.60
BIRD CONSTRUCTION COMPANY,115417095.17
PCL CONSTRUCTORS,114645945.71
SIMEX DEFENCE,111502671.77
NORTHROP GRUMMAN,109991915.93
NEWDOCK ST JOHN S DOCKYARD,109470805.95
ATLANTIC TOWING,109344127.31
INDUSTRIES OCEAN,107707366.28
TELECOM COMPUTER SERVICES,103148245.11
BMT FLEET TECHNOLOGY,97767895.49
PARKLAND,95803920.13
DECISIVE GROUP,95494485.84
SOUTHWEST RESEARCH INSTITUTE,94832739.58
M SULLIVAN SON,88800515.27
VALCOM CONSULTING,88764947.71
CANADIAN BORDER OPERATIONS,85422545.03
SAAB,85095683.13
VMWARE,84269489.14
MICROSOFT CANADA,82699134.65
CANADIAN BASE OPERATORS,81876536.82
BOMBARDIER,79867770.84
IPSS,79023602.96
BROOKFIELD ASSET MANAGEMENT,76510008.67
PROMAXIS,76206440.37
DEW ENGINEERING,71500900.84
WEATHERHAVEN CANADA,70383813.47
DEXTER CONSTRUCTION,66768970.43
GENERAL ELECTRIC CANADA,64483797.58
SANTE MONTFORT,64009470.23
DIRECT ENERGY BUSINESS,60781306.30
TOROMONT,58627274.95
CORADIX TECHNOLOGY CONSULTING,57901892.09
ATCO,56584138.60
MID VALLEY CONSTRUCTION,56072484.25
TEAM CERTAS,55434343.45
DEXTERRA,54588047.16
SHELL CANADA PRODUCTS,53940235.24
BLACK MCDONALD,52804119.80
PYLON ELECTRONICS,51804906.40
EMERGENT BIOSOLUTIONS,50921928.57
BELL CANADA,50748357.41
UTILITIES KINGSTON,49826265.76
MOTOROLA SOLUTIONS CANADA,49691887.82
CUBIC DEFENSE APPLICATIONS,49241433.83
UNISOURCE,48940373.33
NOVA SCOTIA POWER,48197508.34
ORACLE CANADA,47089910.46
ABCO INDUSTRIES,47056246.79
HYPERTEC,46771311.80
WORLD FUEL SERVICES,46252153.93
COREBUILD CONSTRUCTION,45101980.35
ERNST YOUNG,45004232.47
CHANTIER NAVAL FORILLON,43178787.42
ESRI,42895969.35
MOMENTUM SOLUTIONS,42539124.77
DYNABOOK CANADA,42527232.79
MAGELLAN AEROSPACE,41143178.95
WARTSILA,40970876.91
KNAPPETT INDUSTRIES,40355731.62
BELAND LAPOINTE,39359171.00
PETROVALUE PRODUCTS,38749094.20
HFI PYROTECHNICS,37715312.54
PATLON AIRCRAFT INDUSTRIES,36502498.02
ROHDE SCHWARZ CANADA,36261463.76
GARTNER,35866075.73
PURESPIRIT SOLUTIONS,35517349.84
SYSCO,35095225.40
BLUMETRIC ENVIRONMENTAL,34132013.73
NOVA NETWORKS,34003446.90
COMPUCOM CANADA,33916477.18
KRAKEN ROBOTIC SYSTEMS,32948483.38
ENMAX,32636792.47
FFG,32355859.32
QINETIQ,32096009.88
ADVANCED CHIPPEWA TECHNOLOGIES,32030019.69
AMAZON,31925761.36
KPMG,31810859.91
ALTIS HUMAN RESOURCES,31470992.22
GENERAL MOTORS,31425356.21
HIKE METAL PRODUCTS,31413095.52
AEREX AVIONICS,31255989.45
VERITAAQ TECHNOLOGY HOUSE,31175415.40
INVERIS TRAINING SOLUTIONS,31171323.36
BAE SYSTEMS,30109941.64
SAP,30106239.25
LAURENTIAN TECHNOLOGIES,29521888.32
FCA CANADA,29056072.51
PRICEWATERHOUSE COOPERS,29009988.79
AECOM,28979763.98
TITAN AEX,28735915.70
CO VEN,28660727.49
WAJAX,28282657.66
MACKINNON AND OLDING,27883261.20
KINETIC CONSTRUCTION,27866091.02
MARKLAND PAVING,27390245.10
DEFENCE CONSTRUCTION CANADA,26886029.93
MCKINSEY AND COMPANY,26497481.23
UNITED STATES DEPARTMENT OF THE AIR FORCE,26154575.58
FORD MOTOR COMPANY,26133358.53
TRAINOR MECHANICAL CONTRACTORS,26021984.93
BEST SERVICE PROS,25987770.28
EASTPOINT ENGINEERING,25719021.57
IMPERIAL CLEANERS,25632776.51
BRONSWERK MARINE,25612265.67
CDW CANADA,25492082.78
DELOITTE,25301752.95
EXCEL HUMAN RESOURCES,24685528.94
CADEX,24684003.81
SONOBUOY TECH SYSTEMS,24652896.43
NATO SEASPARROW SURFACE MISSILE SYSTEM PROJECT,24636858.46
EMCON SERVICES,24372884.47
PEERLESS GARMENTS,24154998.33
WAHL CONSTRUCTION,24145443.72
SYSTEMATIX SOLUTIONS,23277651.67
EXXONMOBIL,23159527.27
TEKSYSTEMS CANADA,23147871.18
BARGREEN ELLINGSON,23080252.17
MERIDIAN MEDICAL TECHNOLOGIES,22941088.02
FELIX TECHNOLOGY,22625299.34
LLOYD S REGISTER CANADA,22528756.15
GORDON FOOD SERVICE,22457196.70
NAV CANADA,22322734.70
MACK TRUCKS,22044095.50
MOBILE VALVE,22041091.06
ENGLOBE,21871671.94
STANTEC,21817717.58
MILTEX SOLUTIONS CANADA,21753932.10
AV NUNAVUT FUELS,21630755.55
PARLEVIEW,21402032.18
QUEEN S UNIVERSITY,21216561.09
HAWBOLDT INDUSTRIES,21117762.51
PALFINGER MARINE,20863200.56
MICHAEL WAGER CONSULTING,20731074.61
MINDWIRE SYSTEMS,20516643.64
FLIGHT FUELS,19353087.08
ALLIED SHIPBUILDERS,18681409.76
SELECT GLOBAL INTERNATIONAL,18585645.46
SUN LIFE ASSURANCE COMPANY,18545422.56
FARMER CONSTRUCTION,18510954.11
NISHA TECHONOLOGIES,18400126.53
LES ALIMENTS GUY CHICOINE,18386102.69
ULTRA ELECTRONICS,18376188.10
VERREAULT NAVIGATION,18212290.04
H H CONSTRUCTION,18203656.89
KMS INDUSTRIES,17830842.28
PENNANT CANADA,17682573.54
EMMONS MITCHELL CONSTRUCTION,17402117.41
THE AIM GROUP,17375521.78
KONGSBERG,17306558.51
MAN ENERGY SOLUTIONS CANADA,17291346.29
MEDAVIE,17267174.28
MARITIME FUELS,17120903.18
MONTREAL BRONZE,17074509.89
SIERRA SYSTEMS GROUP,17059307.97
LES ENTREPRISES SAMSON ENTERPRISES,16697936.37
COMMERCIAL BUILDING CLEANERS,16625266.56
COFOMO,16267472.08
UNITED STATES DEPARTMENT OF THE ARMY,16187148.22
MARTEC,16109973.76
AIR TINDI,15771508.26
JOHNSON CONTROLS CANADA,15710549.57
GUNTER LANGKOPF MASCHINENBAU,15633408.46
CANADIAN MARITIME ENGINEERING,15250362.67
PIVOTAL POWER,14981904.60
HUBSPOKE,14874997.95
TENAQUIP,14644769.04
WADE GENERAL CONTRACTING,14451528.62
ACKLANDS GRAINGER,14354954.09
PROCOM CONSULTANTS,13944301.45
EBSCO CANADA,13584236.52
GOVERNMENT OF ALBERTA,13434651.41
MOBILITY LAB,13371308.93
VOYAGEUR AVIATION,13051906.71
UNISYNC GROUP,12965941.98
UNITED STATES DEPARTMENT OF DEFENCE,12854294.21
DALHOUSIE UNIVERSITY,12545770.58
SAFFCO,12476919.62
PROQUEST,12430006.26
DON SAYWELL DEVELOPMENTS,12428392.68
GRAYBAR CANADA,12428093.12
ITEX,12306871.58
GOLDER ASSOCIATES,12179459.09
MICHELIN,12114413.59
LEEWAY YACHTS,12090076.60
FASTENAL,12048317.90
RENK,11882816.96
TERRA SENSE ANALYTICS,11746047.27
DO ALL CONSTRUCTION,11610220.22
MERCEDES BENZ CANADA,11550598.08
RANDSTAD,11545849.98
DONNA CONA,11537564.06
ADRM TECHNOLOGY CONSULTING,11518409.09
INDAL TECHNOLOGIES,11284981.78
SETANTA CONTRACTING,11237134.89
LES HUILES DESROCHES,11143830.41
WSP,11123951.14
NOKIA CANADA,11049070.03
PETRO AIR SERVICES,10956567.64
ARTEX SPORTSWEAR,10886142.55
NP AEROSPACE CANADA,10847544.86
GFL ENVIRONMENTAL,10714289.21
ROSCOE CONSTRUCTION,10693034.80
RACEROCKS 3D,10684516.05
MINE EODCLR,10625974.87
MULDER MEATS,10616533.96
ASC GERMANY,10579000.32
COLUMBIA FUELS,10552107.82
SUNCOR ENERGY,10474180.06
PRIMEX PROJECT MANAGEMENT,10458403.67
RAMPART INTERNATIONAL,10443371.35
ANIXTER,10315330.35
ECLIPSYS SOLUTIONS,10187070.36
SALESFORCE CANADA,10170748.92
GLAMOX CANADA,10170703.60
THE HALIFAX COMPUTER CONSULTING GROUP,10127386.88
CONTRACT COMMUNITY,10066227.35
UNIVERSITY OF OTTAWA,10045962.48
SPRINGCREST,10041483.89
TRI STAR INDUSTRIES,10007245.27
SIMO MANAGEMENT,9968024.73
UNITED RENTALS,9955785.58
FRECON CONSTRUCTION,9928739.82
BAJA CONSTRUCTION CANADA,9847061.72
3388646 CANADA COMMERCIAL BUILDING CLEANERS,9822341.40
TECHNO FEU,9802412.51
JHT DEFENSE,9782515.09
MED ENG HOLDINGS,9766583.54
INTER OUTAOUAIS,9673159.68
RUSH TRUCK CENTRES OF CANADA,9659083.23
CARMICHAEL ENGINEERING,9550858.45
TPG TECHNOLOGY CONSULTANTS,9545304.38
UNIVERSITY OF TORONTO,9364154.98
AMER SPORTS CANADA,9294492.97
NORDLYS ENVIRONMENTAL,9203947.45
ENERGERE CONSULTANTS,9135284.59
PRONEX EXCAVATION,9038506.37
DYMECH ENGINEERING,9030578.44
GORDON BARR,9027392.85
AVJET HOLDING,8980196.25
OPTIMUM SOLUTIONS,8955311.12
OMNITECH ELECTRONICS,8912020.40
LUMINA IT,8889304.76
RGT CLOUTHIER,8870239.11
DILLON CONSULTING,8854926.80
RAFA LABORATORIES,8780712.00
ATKINSON CONSTRUCTION,8760685.19
TULMAR SAFETY SYSTEMS,8748757.32
CONCEPT CONTROLS,8738977.84
NEVADA AUTOMOTIVE TEST CENTER,8721739.13
L P ROYER,8708293.21
TRM TECHNOLOGIES,8612212.61
MILLBROOK TACTICAL,8600244.30
MOTOR COACH INDUSTRIES,8564772.01
DRAGAGE OCEAN DSM,8508005.89
SOFTCHOICE,8474370.53
HEPBURN ENGINEERING,8461046.90
NAVAMAR,8460745.40
CUBE CONSTRUCTION,8447144.07
TESTFORCE SYSTEMS,8408644.96
ONX ENTERPRISE SOLUTIONS,8297968.43
SOFTSIM TECHNOLOGIES,8283454.75
SANEXEN SERVICES ENVIRONMENTAUX,8252703.29
WASTE CONNECTIONS OF CANADA,8247354.60
MAXSYS STAFFING AND CONSULTING,8171823.23
KINGS ENTERPRISES,8149135.04
SNAP ON TOOLS,8093612.37
AMTECH AERONAUTICAL,8079075.99
SOLOTECH,8079049.10
BLUNDEN CONSTRUCTION 1995,8057427.81
GRAYBRIDGE INTERNATIONAL CONSULTING,8002509.31
A TECH ROOFING,7958035.88
LEVITT SAFETY,7923732.48
APPAREL TRIMMINGS,7887727.77
WOODWARD AVIATION,7863260.58
VALUE MASTER BUILDERS,7836041.97
COMMERCIAL BUILDING CLEANING,7783899.00
RIKJAK CONSTRUCTION,7781956.54
VFA CANADA,7780416.34
DRAEGER,7773262.93
ACRES ENTERPRISES,7738557.59
REPUBLIC ARCHITECTURE,7700742.87
C CORE,7607666.70
MLS OVERSEAS,7578451.20
COCO PAVING,7565708.00
SEAFIRST CONSTRUCTION,7556656.14
XTECH EXPLOSIVE DECONTAMINATION,7482296.44
CACHE COMPUTER CONSULTING,7479914.86
GRAND TOY,7389072.98
CAN AM PLATFORMS CONSTRUCTION,7329266.69
