d_vendor_name,overall_total
DELOITTE,5577798.43
PRICEWATERHOUSE COOPERS,5268597.97
MICROSOFT CANADA,5005882.06
SAMSON ASSOCIES,4711751.45
COFOMO,3894993.61
MINDWIRE SYSTEMS,3749225.87
KPMG,2643326.90
NISHA TECHONOLOGIES,2568915.04
GARTNER,2025429.54
ERNST YOUNG,1795892.73
CDW CANADA,1655828.81
CISTEL TECHNOLOGY,1462188.91
CASEWARE INTERNATIONAL,1215616.38
PURESPIRIT SOLUTIONS,936205.00
WOLTERS KLUWER,930340.54
RAYMOND CHABOT GRANT THORNTON,858906.90
ITEX,855397.16
RICOH,775883.36
DELL COMPUTER,741457.82
IT NET CONSULTANTS,708554.26
OPENTEXT,694631.17
KEYDATA ASSOCIATES,502620.98
BLACKBERRY,488563.38
BDO CANADA,470366.93
INFO TECH RESEARCH GROUP,453633.24
HYPERTEC,409895.78
DONNA CONA,409003.50
ANTHONY MACAULEY ASSOCIATES,339220.94
SOFTCHOICE,317202.29
VERSATIL BPI,299604.73
BELL CANADA,283000.00
CALIAN,277347.78
GROUPE EDGENDA,259603.38
ADVANCED BUSINESS INTERIORS,257048.30
GENESIS INTEGRATION,251020.94
GRAYBRIDGE INTERNATIONAL CONSULTING,245448.51
BEVA GLOBAL MANAGEMENT,239615.94
INSA,225766.69
THE RIGHT DOOR CONSULTING,214828.97
ORACLE CANADA,190507.86
SI SYSTEMS,165935.58
TELUS CANADA,161044.08
NORTHERN MICRO,160924.20
IBM CANADA,160708.20
SENSUS COMMUNICATION SOLUTIONS,160431.72
ECOLE DE LANGUES LA CITE,151714.48
PROQUEST,138919.00
TEKNION,122170.66
TERAMACH TECHNOLOGIES,113991.03
EBSCO CANADA,113812.05
TOTEM OFFISOURCE,111693.42
DARE HUMAN RESOURCES,99157.50
COMNET NETWORKS AND SECURITY,94742.62
ALTIS HUMAN RESOURCES,93889.44
COMPUMSTR,91564.79
TOYOTA,90776.00
LEO PISCES SERVICES GROUP,84735.88
BERLITZ CANADA,83799.00
ROGERS,82968.00
ECOLE DE LANGUES ABCE,78186.00
FEDERAL EXPRESS CANADA,75000.00
ACME FUTURE SECURITY CONTROLS,73534.89
MAPLESOFT CONSULTING,67412.17
RHEA,66926.11
KNOWLEDGE CIRCLE,59882.67
STRATOS,59022.40
ST JOSEPH PRINT GROUP,58015.33
SOLOTECH,56997.30
LEXISNEXIS CANADA,55264.32
ADVANCED CHIPPEWA TECHNOLOGIES,55112.42
SAS INSTITUTE,54360.48
LWG ARCHITECTURAL INTERIORS,51076.00
DNR CONSULTING GROUP,49418.32
THOMSON REUTERS,42714.00
NITAM SOLUTIONS,40126.56
THE AIM GROUP,38533.00
MAXSYS STAFFING AND CONSULTING,37968.00
EXCEL HUMAN RESOURCES,36245.88
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,36200.00
IPSS,33965.84
J L RICHARDS ASSOCIATES,33816.54
TAG HR,31404.39
INSTITUTE ON GOVERNANCE,31000.00
MORNEAU SHEPELL,28069.20
M D CHARLTON,27538.48
NOVIPRO,25888.30
MNP,24973.00
GRAND TOY,24860.00
SIMPLEX GRINNELL,24860.00
SYSTEMATIX SOLUTIONS,23361.44
INSIGHT SOFTWARE CANADA,23101.37
IRON MOUNTAIN,23086.15
KNOWLEDGE CIRCLE LEARNING SERVICES,22780.80
CONFERENCE BOARD OF CANADA,20000.00
CARAHSOFT TECHNOLOGY,19961.51
GLASSHOUSE SYSTEMS,19182.45
R E GILMORE INVESTMENTS,17442.78
FAST TRACK STAFFING,15339.75
CLICK NETWORKS,13817.53
ADGA GROUP,11300.00
COMPUGEN,10951.96
LIFEWORKS CANADA,9088.50
MELTWATER,1705.81
STIFF SENTENCES,0.00
THE MASHA KRUPP TRANSLATION GROUP,0.00
VERSACOM,0.00
