d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,247691.24,255199.15
it_consulting_services,2018-2019,340593.62,346173.52
it_consulting_services,2019-2020,2085453.77,2066793.88
it_consulting_services,2020-2021,2374870.27,2265796.05
it_consulting_services,2021-2022,2789868.41,2608020.15
it_devices_equipment,2017-2018,979909.65,1008710.08
it_devices_equipment,2018-2019,1752239.83,1774397.59
it_devices_equipment,2019-2020,215274.48,213205.21
it_devices_equipment,2020-2021,2227039.11,2133814.71
it_devices_equipment,2021-2022,1453089.85,1355402.06
it_other,2017-2018,63256.05,65041.12
it_other,2018-2019,460055.61,466712.12
it_other,2019-2020,331572.97,328467.62
it_other,2020-2021,218368.70,208336.29
it_other,2021-2022,19074.82,17806.83
it_software_licensing,2017-2018,2947531.56,3039271.55
it_software_licensing,2018-2019,701868.34,713953.96
it_software_licensing,2019-2020,1218845.41,1202889.31
it_software_licensing,2020-2021,2579593.97,2459570.71
it_software_licensing,2021-2022,2648483.91,2494354.53
