d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,12401.75
1_facilities_and_construction,2018-2019,32883.14
1_facilities_and_construction,2019-2020,53936.68385472471
1_facilities_and_construction,2020-2021,42587.09614527529
10_office_management,2017-2018,259489.16105714635
10_office_management,2018-2019,662007.0553032353
10_office_management,2019-2020,1127618.1353825114
10_office_management,2020-2021,286448.1039167789
2_professional_services,2017-2018,3090491.146140218
2_professional_services,2018-2019,3031435.4515209286
2_professional_services,2019-2020,4206247.415717386
2_professional_services,2020-2021,9251252.35530004
3_information_technology,2017-2018,4125862.0171890464
3_information_technology,2018-2019,3208666.2014308427
3_information_technology,2019-2020,3851146.63042913
3_information_technology,2020-2021,7400944.049426859
4_medical,2020-2021,16950
5_transportation_and_logistics,2017-2018,22189.986940298506
5_transportation_and_logistics,2018-2019,75000
5_transportation_and_logistics,2019-2020,24860
5_transportation_and_logistics,2020-2021,130608.5
6_industrial_products_and_services,2017-2018,16950
6_industrial_products_and_services,2019-2020,200101.64
8_security_and_protection,2020-2021,12994.999999999998
9_human_capital,2017-2018,619327.0338027786
9_human_capital,2018-2019,930504.0255707202
9_human_capital,2019-2020,1116005.7037719258
9_human_capital,2020-2021,1498231.0435618495
NA,2019-2020,18645
