owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,19386.07,19878.63
aafc-aac,2018-2019,36867.96,37432.28
aafc-aac,2019-2020,37728.99,37863.14
aandc-aadnc,2017-2018,42120.75,43113.62
aandc-aadnc,2018-2019,47119.83,47606.72
aandc-aadnc,2019-2020,52260.17,52375.29
cas-satj,2019-2020,6435.48,6279.74
cas-satj,2020-2021,41388.28,39236.17
cas-satj,2021-2022,25399.99,23926.91
cbsa-asfc,2017-2018,7257.72,7444.24
cbsa-asfc,2018-2019,9847.83,10000.98
cbsa-asfc,2019-2020,9874.81,9791.48
cbsa-asfc,2020-2021,9847.83,9362.04
cbsa-asfc,2021-2022,7419.60,6949.99
cfia-acia,2017-2018,66502.90,68195.02
cfia-acia,2018-2019,70286.64,71346.11
cfia-acia,2019-2020,83696.06,83219.02
cgc-ccg,2020-2021,3666.70,3452.63
cgc-ccg,2021-2022,152238.05,141829.56
cnsc-ccsn,2019-2020,63215.60,62099.11
cnsc-ccsn,2020-2021,64056.97,60924.56
cnsc-ccsn,2021-2022,61593.22,56793.36
dfatd-maecd,2017-2018,511090.46,524334.48
dfatd-maecd,2018-2019,256245.35,261336.13
dfatd-maecd,2021-2022,14852.60,13414.87
dnd-mdn,2018-2019,94920.00,96088.73
dnd-mdn,2019-2020,98310.00,96772.89
dnd-mdn,2021-2022,142674.00,128863.16
ec,2021-2022,39973.75,36212.31
esdc-edsc,2019-2020,23231.25,22997.82
esdc-edsc,2020-2021,79030.10,75003.42
hc-sc,2021-2022,32205.00,29087.56
ic,2019-2020,13339.65,13187.80
ic,2020-2021,240646.42,227573.33
ic,2021-2022,234010.08,219175.81
isc-sac,2018-2019,99300.00,100326.07
isc-sac,2021-2022,43324.02,40069.59
jus,2019-2020,128122.82,125993.64
jus,2020-2021,135403.23,128723.82
jus,2021-2022,146251.23,135592.92
nrc-cnrc,2021-2022,8423.54,7757.23
nrcan-rncan,2018-2019,23758.25,24209.64
nsira-ossnr,2021-2022,12118.92,10945.81
osfi-bsif,2020-2021,20969.20,19744.98
osfi-bsif,2021-2022,18015.80,17035.04
pc,2017-2018,42375.00,43379.75
pch,2017-2018,157460.49,161648.28
pch,2018-2019,476018.64,483542.53
pch,2019-2020,237561.18,236037.34
pch,2020-2021,565531.49,535874.59
pch,2021-2022,457111.87,426200.50
phac-aspc,2019-2020,39304.00,38706.97
ps-sp,2017-2018,24916.50,25611.41
ssc-spc,2021-2022,4469.90,4037.21
statcan,2019-2020,54240.00,53708.80
tbs-sct,2017-2018,307470.43,315438.00
tbs-sct,2018-2019,307470.43,312252.05
tbs-sct,2019-2020,325613.23,322767.63
tbs-sct,2020-2021,120367.09,114320.49
tbs-sct,2021-2022,131692.79,120072.16
vac-acc,2021-2022,26114.57,24023.14
