d_fiscal_year,total,total_constant_2019_dollars
2017-2018,978744.82,1004015.40
2018-2019,945816.30,960598.70
2019-2020,935372.08,925763.34
2020-2021,710698.70,673909.02
2021-2022,946722.05,876356.83
