d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,1021920.91,1053433.00
2_professional_services,2018-2019,1262585.42,1286687.31
2_professional_services,2019-2020,942861.84,934797.43
2_professional_services,2020-2021,1198806.23,1137922.77
2_professional_services,2021-2022,1414388.87,1312685.79
2_professional_services,2022-2023,1933073.41,1723345.00
3_information_technology,2017-2018,156659.41,161500.37
3_information_technology,2018-2019,159249.52,162301.24
3_information_technology,2019-2020,199235.82,197487.81
3_information_technology,2020-2021,95898.87,91128.64
3_information_technology,2021-2022,108820.68,99723.95
3_information_technology,2022-2023,284445.14,254522.70
9_human_capital,2022-2023,39979.40,35666.28
