d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,15820.00,16275.58
it_devices_equipment,2018-2019,36586.69,37031.53
it_devices_equipment,2019-2020,48588.69,48118.36
it_devices_equipment,2020-2021,435094.06,411843.53
it_devices_equipment,2021-2022,2040624.87,1906630.31
it_devices_equipment,2022-2023,1056054.38,936981.54
it_other,2019-2020,24374.10,23817.76
it_software_licensing,2017-2018,1880259.69,1936884.10
it_software_licensing,2018-2019,1783126.73,1815521.04
it_software_licensing,2019-2020,1451413.14,1438573.47
it_software_licensing,2020-2021,1008453.27,954345.52
it_software_licensing,2021-2022,1370178.26,1269328.59
it_software_licensing,2022-2023,1162332.28,1035664.96
