d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,25579.79
11_defence,2017-2018,857515.6123564361
11_defence,2018-2019,1060917.0740320992
11_defence,2019-2020,757206.2334057553
11_defence,2020-2021,1762596.367652278
3_information_technology,2017-2018,1896079.6859980053
3_information_technology,2018-2019,1819713.4242509846
3_information_technology,2019-2020,1524375.9328267504
3_information_technology,2020-2021,1442260.259785481
9_human_capital,2017-2018,97428.59999999999
