d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2023410.52,2085411.47
1_facilities_and_construction,2018-2019,2040413.73,2077122.69
1_facilities_and_construction,2019-2020,2113137.34,2094029.05
1_facilities_and_construction,2020-2021,2118034.65,2019821.92
1_facilities_and_construction,2021-2022,2017607.11,1888217.74
