d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1997705.31,2057393.36
2018-2019,2252083.82,2290272.94
2019-2020,2926635.49,2898568.70
2020-2021,2137708.04,2037699.84
2021-2022,3004406.74,2801778.19
