owner_org,d_fiscal_year,total
aafc-aac,2017-2018,169500
aafc-aac,2019-2020,84750
aafc-aac,2020-2021,63906.40240475754
cbsa-asfc,2017-2018,140316.8630952381
cbsa-asfc,2018-2019,140316.8630952381
cbsa-asfc,2019-2020,140701.29285714286
cbsa-asfc,2020-2021,156585.97491341992
cfia-acia,2017-2018,11074
chrc-ccdp,2019-2020,105542
cic,2018-2019,24690.30765957447
cic,2019-2020,54251.49234042554
cic,2020-2021,39790.119999999995
cihr-irsc,2017-2018,53625.71070153051
cihr-irsc,2018-2019,48152
cihr-irsc,2019-2020,61074.130186180184
cihr-irsc,2020-2021,35887.58435927436
csa-asc,2018-2019,42850.41806020067
csa-asc,2019-2020,75537.08193979933
csa-asc,2020-2021,12050.297918552034
csps-efpc,2017-2018,12966.75
dfatd-maecd,2020-2021,37539.15050021749
dfo-mpo,2019-2020,54108.08
dnd-mdn,2018-2019,37120.5
ec,2017-2018,42024.15
ec,2019-2020,6157.991803278689
ec,2020-2021,127322.37319672131
esdc-edsc,2017-2018,25138.197674418603
esdc-edsc,2018-2019,171324.4323255814
esdc-edsc,2019-2020,157986.5681707317
esdc-edsc,2020-2021,67955.10262221984
fcac-acfc,2018-2019,44144.32440476191
fcac-acfc,2019-2020,117078.42559523809
feddevontario,2017-2018,107350
feddevontario,2019-2020,84185
fintrac-canafe,2019-2020,55822
hc-sc,2020-2021,40000
iaac-aeic,2018-2019,24758.299999999996
iaac-aeic,2019-2020,13475.25
iaac-aeic,2020-2021,43231.062626262625
ic,2017-2018,102215.84999999999
ic,2018-2019,34943.20834710743
ic,2019-2020,108383.17165289253
ic,2020-2021,50030.75000000001
infc,2017-2018,81280.70175438597
infc,2018-2019,144719.29824561405
isc-sac,2020-2021,16356.590090090089
jus,2017-2018,186034.79974811085
jus,2018-2019,209899.63499696206
jus,2019-2020,217073.18171727387
jus,2020-2021,146170.46117921776
nrc-cnrc,2019-2020,94879.90038910505
nrc-cnrc,2020-2021,126532.29961089493
nrcan-rncan,2017-2018,88186.16857142857
nrcan-rncan,2018-2019,249790.72888971135
nrcan-rncan,2019-2020,194041.06484462452
nrcan-rncan,2020-2021,184870.4576942356
nserc-crsng,2018-2019,8128.390883977901
nserc-crsng,2019-2020,16807.8591160221
ocol-clo,2019-2020,30069.38
opc-cpvp,2020-2021,66812.81
pbc-clcc,2018-2019,67290.6
pc,2019-2020,22458.75
pch,2017-2018,9791.25
pch,2018-2019,118886.25
pch,2019-2020,64228.75
pch,2020-2021,173583.18034700316
pco-bcp,2017-2018,13969.630000000001
phac-aspc,2017-2018,261321.7432984791
phac-aspc,2018-2019,81881.68900240587
phac-aspc,2019-2020,147513.62769911505
phac-aspc,2020-2021,77834.27323717948
psc-cfp,2020-2021,37038.75
psic-ispc,2017-2018,4208.072916666666
psic-ispc,2018-2019,23335.677083333332
psic-ispc,2019-2020,35264.86274509804
psic-ispc,2020-2021,3833.137254901961
pwgsc-tpsgc,2017-2018,52534.732307692306
pwgsc-tpsgc,2018-2019,165234.3644321196
pwgsc-tpsgc,2019-2020,281685.84326018806
ssc-spc,2017-2018,14690
ssc-spc,2020-2021,23461.629999999997
sshrc-crsh,2017-2018,144960.9307875895
sshrc-crsh,2018-2019,121826.46879305565
sshrc-crsh,2019-2020,51037.10102236991
sshrc-crsh,2020-2021,5510.879396984924
tbs-sct,2017-2018,393743.2578209277
tbs-sct,2018-2019,418716.2578209277
tbs-sct,2019-2020,442505.4382906738
tbs-sct,2020-2021,403605.07600274595
tc,2017-2018,82772.5
vac-acc,2018-2019,74074.10714285714
vac-acc,2019-2020,182365.46316964287
vac-acc,2020-2021,202282.71484375
