d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,17325
10_office_management,2018-2019,10694.25
11_defence,2017-2018,21914.899999999998
11_defence,2018-2019,23777.57
11_defence,2020-2021,21850.8
2_professional_services,2017-2018,15921.83
2_professional_services,2020-2021,24794.280000000002
3_information_technology,2017-2018,274009.11
3_information_technology,2018-2019,314018.79
3_information_technology,2019-2020,353756.1817391304
3_information_technology,2020-2021,247650.06354471235
4_medical,2018-2019,68796
4_medical,2019-2020,1356.3506249999998
4_medical,2020-2021,20345.259374999998
5_transportation_and_logistics,2017-2018,1479529.8667460547
5_transportation_and_logistics,2018-2019,2128683.092474981
5_transportation_and_logistics,2019-2020,2714025.5905919312
5_transportation_and_logistics,2020-2021,1874069.445352785
6_industrial_products_and_services,2017-2018,147307.5
6_industrial_products_and_services,2018-2019,309064.76
6_industrial_products_and_services,2019-2020,1371703.205
6_industrial_products_and_services,2020-2021,1348733.8915384614
