owner_org,d_fiscal_year,total
aafc-aac,2017-2018,326061.96658108995
aafc-aac,2018-2019,208415.33951497424
aafc-aac,2019-2020,169806.87278127813
aafc-aac,2020-2021,169342.9195769577
cbsa-asfc,2017-2018,658003.0904517453
cbsa-asfc,2018-2019,658003.0904517453
cbsa-asfc,2019-2020,972909.8263328624
cbsa-asfc,2020-2021,935249.9766900648
csc-scc,2017-2018,12916.114911080711
dfo-mpo,2017-2018,870997.8495103341
dfo-mpo,2018-2019,1076743.3868364405
dfo-mpo,2019-2020,1076592.9561384213
dfo-mpo,2020-2021,450916.9916260162
dnd-mdn,2017-2018,10145433.3306506
dnd-mdn,2018-2019,7857512.302311724
dnd-mdn,2019-2020,5853386.969252439
dnd-mdn,2020-2021,595235.2518334956
nrc-cnrc,2020-2021,32221.549583858767
pwgsc-tpsgc,2017-2018,2064586.1111156621
pwgsc-tpsgc,2018-2019,2069008.7141910975
pwgsc-tpsgc,2019-2020,2144513.9369004373
pwgsc-tpsgc,2020-2021,2210865.3879018654
rcmp-grc,2017-2018,419038.2593052383
rcmp-grc,2018-2019,517154.61359811184
rcmp-grc,2019-2020,569027.5171395036
rcmp-grc,2020-2021,545972.3223185249
