d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,13841141.18,14209031.11
1_facilities_and_construction,2018-2019,11507889.69,11655076.55
1_facilities_and_construction,2019-2020,10056417.56,10044280.94
1_facilities_and_construction,2020-2021,4278716.00,4191073.45
1_facilities_and_construction,2021-2022,7666792.91,5804267.74
2_professional_services,2017-2018,658003.09,675641.21
2_professional_services,2018-2019,881055.31,892311.05
2_professional_services,2019-2020,659805.84,658454.38
2_professional_services,2020-2021,537328.83,532048.47
2_professional_services,2021-2022,31925.34,29121.47
3_information_technology,2021-2022,23535.32,17163.84
6_industrial_products_and_services,2020-2021,39550.00,37971.54
